Region Code,Country Code,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,CHE,1960,All,Age_all,[All],52094,100,867.7618325,977.7585916
EU,CHE,1960,All,Age00,[0],1993,100,,2154.594595
EU,CHE,1960,All,Age01_04,[1-4],457,100,,130.0142248
EU,CHE,1960,All,Age05_09,[5-9],193,100,,46.99293889
EU,CHE,1960,All,Age10_14,[10-14],163,100,,38.2629108
EU,CHE,1960,All,Age15_19,[15-19],287,100,,70.1883101
EU,CHE,1960,All,Age20_24,[20-24],455,100,,117.026749
EU,CHE,1960,All,Age25_29,[25-29],412,100,,105.5327869
EU,CHE,1960,All,Age30_34,[30-34],467,100,,125.436476
EU,CHE,1960,All,Age35_39,[35-39],591,100,,161.7848344
EU,CHE,1960,All,Age40_44,[40-44],819,100,,260.9111182
EU,CHE,1960,All,Age45_49,[45-49],1405,100,,406.5393519
EU,CHE,1960,All,Age50_54,[50-54],2272,100,,657.5976845
EU,CHE,1960,All,Age55_59,[55-59],3285,100,,1056.609842
EU,CHE,1960,All,Age60_64,[60-64],4641,100,,1775.439939
EU,CHE,1960,All,Age65_69,[65-69],5757,100,,2811.035156
EU,CHE,1960,All,Age70_74,[70-74],7059,100,,4607.70235
EU,CHE,1960,All,Age75_79,[75-79],8417,100,,7985.768501
EU,CHE,1960,All,Age80_84,[80-84],7595,100,,13347.97891
EU,CHE,1960,All,Age85_over,[85+],5826,100,,23587.04453
EU,CHE,1960,Male,Age_all,[All],27032,100,1041.31325,1047.264838
EU,CHE,1960,Male,Age00,[0],1161,100,,2459.745763
EU,CHE,1960,Male,Age01_04,[1-4],271,100,,150.47196
EU,CHE,1960,Male,Age05_09,[5-9],125,100,,59.60896519
EU,CHE,1960,Male,Age10_14,[10-14],105,100,,48.27586207
EU,CHE,1960,Male,Age15_19,[15-19],212,100,,102.9626032
EU,CHE,1960,Male,Age20_24,[20-24],338,100,,175.5844156
EU,CHE,1960,Male,Age25_29,[25-29],276,100,,141.9023136
EU,CHE,1960,Male,Age30_34,[30-34],321,100,,176.5676568
EU,CHE,1960,Male,Age35_39,[35-39],353,100,,200.1133787
EU,CHE,1960,Male,Age40_44,[40-44],503,100,,327.4739583
EU,CHE,1960,Male,Age45_49,[45-49],880,100,,522.2551929
EU,CHE,1960,Male,Age50_54,[50-54],1425,100,,860.5072464
EU,CHE,1960,Male,Age55_59,[55-59],2042,100,,1411.195577
EU,CHE,1960,Male,Age60_64,[60-64],2775,100,,2371.794872
EU,CHE,1960,Male,Age65_69,[65-69],3233,100,,3644.87035
EU,CHE,1960,Male,Age70_74,[70-74],3628,100,,5642.301711
EU,CHE,1960,Male,Age75_79,[75-79],4020,100,,9305.555556
EU,CHE,1960,Male,Age80_84,[80-84],3225,100,,14793.57798
EU,CHE,1960,Male,Age85_over,[85+],2139,100,,24586.2069
EU,CHE,1960,Female,Age_all,[All],25062,100,728.0282058,912.440383
EU,CHE,1960,Female,Age00,[0],832,100,,1836.644592
EU,CHE,1960,Female,Age01_04,[1-4],186,100,,108.5180864
EU,CHE,1960,Female,Age05_09,[5-9],68,100,,33.83084577
EU,CHE,1960,Female,Age10_14,[10-14],58,100,,27.8177458
EU,CHE,1960,Female,Age15_19,[15-19],75,100,,36.94581281
EU,CHE,1960,Female,Age20_24,[20-24],117,100,,59.60264901
EU,CHE,1960,Female,Age25_29,[25-29],136,100,,69.42317509
EU,CHE,1960,Female,Age30_34,[30-34],146,100,,76.64041995
EU,CHE,1960,Female,Age35_39,[35-39],238,100,,125.9925887
EU,CHE,1960,Female,Age40_44,[40-44],316,100,,197.1303805
EU,CHE,1960,Female,Age45_49,[45-49],525,100,,296.4426878
EU,CHE,1960,Female,Age50_54,[50-54],847,100,,470.8171206
EU,CHE,1960,Female,Age55_59,[55-59],1243,100,,747.8941035
EU,CHE,1960,Female,Age60_64,[60-64],1866,100,,1292.243767
EU,CHE,1960,Female,Age65_69,[65-69],2524,100,,2173.987941
EU,CHE,1960,Female,Age70_74,[70-74],3431,100,,3859.392576
EU,CHE,1960,Female,Age75_79,[75-79],4397,100,,7069.131833
EU,CHE,1960,Female,Age80_84,[80-84],4370,100,,12450.14245
EU,CHE,1960,Female,Age85_over,[85+],3687,100,,23043.75
EU,CHE,1961,All,Age_all,[All],51004,100,826.3912009,938.5396732
EU,CHE,1961,All,Age00,[0],2086,100,,2191.176471
EU,CHE,1961,All,Age01_04,[1-4],402,100,,112.0713688
EU,CHE,1961,All,Age05_09,[5-9],212,100,,50.74198181
EU,CHE,1961,All,Age10_14,[10-14],168,100,,38.83495146
EU,CHE,1961,All,Age15_19,[15-19],362,100,,82.74285714
EU,CHE,1961,All,Age20_24,[20-24],469,100,,117.3673674
EU,CHE,1961,All,Age25_29,[25-29],403,100,,101.6393443
EU,CHE,1961,All,Age30_34,[30-34],469,100,,124.1397565
EU,CHE,1961,All,Age35_39,[35-39],607,100,,165.6207367
EU,CHE,1961,All,Age40_44,[40-44],840,100,,258.143823
EU,CHE,1961,All,Age45_49,[45-49],1358,100,,402.0130255
EU,CHE,1961,All,Age50_54,[50-54],2340,100,,674.5459787
EU,CHE,1961,All,Age55_59,[55-59],3397,100,,1077.045022
EU,CHE,1961,All,Age60_64,[60-64],4615,100,,1720.089452
EU,CHE,1961,All,Age65_69,[65-69],5651,100,,2680.740038
EU,CHE,1961,All,Age70_74,[70-74],7000,100,,4484.304933
EU,CHE,1961,All,Age75_79,[75-79],7957,100,,7422.574627
EU,CHE,1961,All,Age80_84,[80-84],7051,100,,12052.99145
EU,CHE,1961,All,Age85_over,[85+],5617,100,,21276.51515
EU,CHE,1961,Male,Age_all,[All],26923,100,1008.705185,1021.784508
EU,CHE,1961,Male,Age00,[0],1213,100,,2506.198347
EU,CHE,1961,Male,Age01_04,[1-4],232,100,,126.4994547
EU,CHE,1961,Male,Age05_09,[5-9],126,100,,59.15492958
EU,CHE,1961,Male,Age10_14,[10-14],101,100,,45.86739328
EU,CHE,1961,Male,Age15_19,[15-19],270,100,,122.1166893
EU,CHE,1961,Male,Age20_24,[20-24],363,100,,182.1374812
EU,CHE,1961,Male,Age25_29,[25-29],290,100,,146.0957179
EU,CHE,1961,Male,Age30_34,[30-34],301,100,,162.7027027
EU,CHE,1961,Male,Age35_39,[35-39],348,100,,196.9439728
EU,CHE,1961,Male,Age40_44,[40-44],503,100,,316.3522013
EU,CHE,1961,Male,Age45_49,[45-49],833,100,,504.8484849
EU,CHE,1961,Male,Age50_54,[50-54],1451,100,,871.9951923
EU,CHE,1961,Male,Age55_59,[55-59],2169,100,,1472.505092
EU,CHE,1961,Male,Age60_64,[60-64],2849,100,,2374.166667
EU,CHE,1961,Male,Age65_69,[65-69],3204,100,,3513.157895
EU,CHE,1961,Male,Age70_74,[70-74],3695,100,,5667.177914
EU,CHE,1961,Male,Age75_79,[75-79],3816,100,,8732.265446
EU,CHE,1961,Male,Age80_84,[80-84],3039,100,,13566.96429
EU,CHE,1961,Male,Age85_over,[85+],2120,100,,22795.69893
EU,CHE,1961,Female,Age_all,[All],24081,100,681.1502258,860.1893195
EU,CHE,1961,Female,Age00,[0],873,100,,1865.384615
EU,CHE,1961,Female,Age01_04,[1-4],170,100,,96.97661152
EU,CHE,1961,Female,Age05_09,[5-9],86,100,,41.9921875
EU,CHE,1961,Female,Age10_14,[10-14],67,100,,31.54425612
EU,CHE,1961,Female,Age15_19,[15-19],92,100,,42.51386322
EU,CHE,1961,Female,Age20_24,[20-24],106,100,,52.92061907
EU,CHE,1961,Female,Age25_29,[25-29],113,100,,57.07070707
EU,CHE,1961,Female,Age30_34,[30-34],168,100,,87.13692946
EU,CHE,1961,Female,Age35_39,[35-39],259,100,,136.459431
EU,CHE,1961,Female,Age40_44,[40-44],337,100,,202.5240385
EU,CHE,1961,Female,Age45_49,[45-49],525,100,,303.8194444
EU,CHE,1961,Female,Age50_54,[50-54],889,100,,492.5207756
EU,CHE,1961,Female,Age55_59,[55-59],1228,100,,730.5175491
EU,CHE,1961,Female,Age60_64,[60-64],1766,100,,1190.8294
EU,CHE,1961,Female,Age65_69,[65-69],2447,100,,2045.986622
EU,CHE,1961,Female,Age70_74,[70-74],3305,100,,3635.863586
EU,CHE,1961,Female,Age75_79,[75-79],4141,100,,6521.259843
EU,CHE,1961,Female,Age80_84,[80-84],4012,100,,11113.57341
EU,CHE,1961,Female,Age85_over,[85+],3497,100,,20450.2924
EU,CHE,1962,All,Age_all,[All],55125,100,873.4513192,989.0021171
EU,CHE,1962,All,Age00,[0],2211,100,,2219.879518
EU,CHE,1962,All,Age01_04,[1-4],441,100,,119.6418882
EU,CHE,1962,All,Age05_09,[5-9],234,100,,54.46927374
EU,CHE,1962,All,Age10_14,[10-14],172,100,,38.59964093
EU,CHE,1962,All,Age15_19,[15-19],387,100,,83.13641246
EU,CHE,1962,All,Age20_24,[20-24],445,100,,105.7258256
EU,CHE,1962,All,Age25_29,[25-29],421,100,,104.07911
EU,CHE,1962,All,Age30_34,[30-34],496,100,,128.5307074
EU,CHE,1962,All,Age35_39,[35-39],629,100,,169.8622738
EU,CHE,1962,All,Age40_44,[40-44],894,100,,262.8638636
EU,CHE,1962,All,Age45_49,[45-49],1379,100,,419.2763758
EU,CHE,1962,All,Age50_54,[50-54],2285,100,,657.3647871
EU,CHE,1962,All,Age55_59,[55-59],3535,100,,1109.541745
EU,CHE,1962,All,Age60_64,[60-64],4816,100,,1746.82626
EU,CHE,1962,All,Age65_69,[65-69],6140,100,,2833.410245
EU,CHE,1962,All,Age70_74,[70-74],7428,100,,4654.135338
EU,CHE,1962,All,Age75_79,[75-79],8597,100,,7887.155963
EU,CHE,1962,All,Age80_84,[80-84],7989,100,,13315
EU,CHE,1962,All,Age85_over,[85+],6626,100,,23834.53237
EU,CHE,1962,Male,Age_all,[All],28811,100,1061.199115,1064.590031
EU,CHE,1962,Male,Age00,[0],1258,100,,2476.377953
EU,CHE,1962,Male,Age01_04,[1-4],246,100,,130.9207025
EU,CHE,1962,Male,Age05_09,[5-9],144,100,,65.873742
EU,CHE,1962,Male,Age10_14,[10-14],108,100,,47.76647501
EU,CHE,1962,Male,Age15_19,[15-19],287,100,,121.7649555
EU,CHE,1962,Male,Age20_24,[20-24],337,100,,159.3380615
EU,CHE,1962,Male,Age25_29,[25-29],290,100,,142.6463355
EU,CHE,1962,Male,Age30_34,[30-34],322,100,,169.2954784
EU,CHE,1962,Male,Age35_39,[35-39],407,100,,227.2473479
EU,CHE,1962,Male,Age40_44,[40-44],539,100,,324.5033113
EU,CHE,1962,Male,Age45_49,[45-49],887,100,,550.931677
EU,CHE,1962,Male,Age50_54,[50-54],1432,100,,859.0281944
EU,CHE,1962,Male,Age55_59,[55-59],2243,100,,1502.344273
EU,CHE,1962,Male,Age60_64,[60-64],2935,100,,2376.518219
EU,CHE,1962,Male,Age65_69,[65-69],3477,100,,3714.74359
EU,CHE,1962,Male,Age70_74,[70-74],3906,100,,5891.402715
EU,CHE,1962,Male,Age75_79,[75-79],4108,100,,9294.117647
EU,CHE,1962,Male,Age80_84,[80-84],3391,100,,14807.86026
EU,CHE,1962,Male,Age85_over,[85+],2494,100,,25448.97959
EU,CHE,1962,Female,Age_all,[All],26314,100,724.2489296,917.6634699
EU,CHE,1962,Female,Age00,[0],953,100,,1952.868853
EU,CHE,1962,Female,Age01_04,[1-4],195,100,,107.9136691
EU,CHE,1962,Female,Age05_09,[5-9],90,100,,42.65402844
EU,CHE,1962,Female,Age10_14,[10-14],64,100,,29.1571754
EU,CHE,1962,Female,Age15_19,[15-19],100,100,,43.51610096
EU,CHE,1962,Female,Age20_24,[20-24],108,100,,51.57593123
EU,CHE,1962,Female,Age25_29,[25-29],131,100,,65.10934394
EU,CHE,1962,Female,Age30_34,[30-34],174,100,,88.91159939
EU,CHE,1962,Female,Age35_39,[35-39],222,100,,116.1087866
EU,CHE,1962,Female,Age40_44,[40-44],355,100,,204.0229885
EU,CHE,1962,Female,Age45_49,[45-49],492,100,,293.0315664
EU,CHE,1962,Female,Age50_54,[50-54],853,100,,471.5312327
EU,CHE,1962,Female,Age55_59,[55-59],1292,100,,763.1423509
EU,CHE,1962,Female,Age60_64,[60-64],1881,100,,1235.87385
EU,CHE,1962,Female,Age65_69,[65-69],2663,100,,2163.281885
EU,CHE,1962,Female,Age70_74,[70-74],3522,100,,3774.919614
EU,CHE,1962,Female,Age75_79,[75-79],4489,100,,6927.469136
EU,CHE,1962,Female,Age80_84,[80-84],4598,100,,12393.531
EU,CHE,1962,Female,Age85_over,[85+],4132,100,,22955.55556
EU,CHE,1963,All,Age_all,[All],56989,100,884.0057465,1000.807825
EU,CHE,1963,All,Age00,[0],2252,100,,2161.228407
EU,CHE,1963,All,Age01_04,[1-4],431,100,,113.7203166
EU,CHE,1963,All,Age05_09,[5-9],234,100,,53.35157319
EU,CHE,1963,All,Age10_14,[10-14],161,100,,35.69053425
EU,CHE,1963,All,Age15_19,[15-19],356,100,,73.37180544
EU,CHE,1963,All,Age20_24,[20-24],442,100,,99.19210054
EU,CHE,1963,All,Age25_29,[25-29],422,100,,102.526725
EU,CHE,1963,All,Age30_34,[30-34],495,100,,125.698324
EU,CHE,1963,All,Age35_39,[35-39],629,100,,168.0470211
EU,CHE,1963,All,Age40_44,[40-44],937,100,,264.3159379
EU,CHE,1963,All,Age45_49,[45-49],1362,100,,426.6917293
EU,CHE,1963,All,Age50_54,[50-54],2303,100,,662.9245826
EU,CHE,1963,All,Age55_59,[55-59],3587,100,,1109.495824
EU,CHE,1963,All,Age60_64,[60-64],4940,100,,1753.016324
EU,CHE,1963,All,Age65_69,[65-69],6328,100,,2847.884789
EU,CHE,1963,All,Age70_74,[70-74],7684,100,,4705.450092
EU,CHE,1963,All,Age75_79,[75-79],9092,100,,8235.507246
EU,CHE,1963,All,Age80_84,[80-84],8279,100,,13549.91817
EU,CHE,1963,All,Age85_over,[85+],7055,100,,24496.52778
EU,CHE,1963,Male,Age_all,[All],30025,100,1087.396261,1084.483132
EU,CHE,1963,Male,Age00,[0],1307,100,,2456.766917
EU,CHE,1963,Male,Age01_04,[1-4],267,100,,138.2703263
EU,CHE,1963,Male,Age05_09,[5-9],135,100,,60.48387097
EU,CHE,1963,Male,Age10_14,[10-14],104,100,,45.47442064
EU,CHE,1963,Male,Age15_19,[15-19],265,100,,107.8990228
EU,CHE,1963,Male,Age20_24,[20-24],342,100,,151.9324745
EU,CHE,1963,Male,Age25_29,[25-29],291,100,,140.2409639
EU,CHE,1963,Male,Age30_34,[30-34],329,100,,168.545082
EU,CHE,1963,Male,Age35_39,[35-39],411,100,,226.446281
EU,CHE,1963,Male,Age40_44,[40-44],592,100,,341.8013857
EU,CHE,1963,Male,Age45_49,[45-49],864,100,,552.4296675
EU,CHE,1963,Male,Age50_54,[50-54],1456,100,,871.8562874
EU,CHE,1963,Male,Age55_59,[55-59],2307,100,,1522.772277
EU,CHE,1963,Male,Age60_64,[60-64],3026,100,,2386.435331
EU,CHE,1963,Male,Age65_69,[65-69],3677,100,,3838.204593
EU,CHE,1963,Male,Age70_74,[70-74],3980,100,,5896.296296
EU,CHE,1963,Male,Age75_79,[75-79],4417,100,,9970.654628
EU,CHE,1963,Male,Age80_84,[80-84],3556,100,,15196.5812
EU,CHE,1963,Male,Age85_over,[85+],2699,100,,26722.77228
EU,CHE,1963,Female,Age_all,[All],26964,100,723.8794637,921.6255939
EU,CHE,1963,Female,Age00,[0],945,100,,1852.941177
EU,CHE,1963,Female,Age01_04,[1-4],164,100,,88.21947284
EU,CHE,1963,Female,Age05_09,[5-9],99,100,,45.96100279
EU,CHE,1963,Female,Age10_14,[10-14],57,100,,25.6294964
EU,CHE,1963,Female,Age15_19,[15-19],91,100,,37.97996661
EU,CHE,1963,Female,Age20_24,[20-24],100,100,,45.35147392
EU,CHE,1963,Female,Age25_29,[25-29],131,100,,64.18422342
EU,CHE,1963,Female,Age30_34,[30-34],166,100,,83.58509567
EU,CHE,1963,Female,Age35_39,[35-39],218,100,,113.0705394
EU,CHE,1963,Female,Age40_44,[40-44],345,100,,190.2923332
EU,CHE,1963,Female,Age45_49,[45-49],498,100,,305.8968059
EU,CHE,1963,Female,Age50_54,[50-54],847,100,,469.5121951
EU,CHE,1963,Female,Age55_59,[55-59],1280,100,,745.0523865
EU,CHE,1963,Female,Age60_64,[60-64],1914,100,,1234.83871
EU,CHE,1963,Female,Age65_69,[65-69],2651,100,,2097.310127
EU,CHE,1963,Female,Age70_74,[70-74],3704,100,,3866.388309
EU,CHE,1963,Female,Age75_79,[75-79],4675,100,,7072.617247
EU,CHE,1963,Female,Age80_84,[80-84],4723,100,,12527.85146
EU,CHE,1963,Female,Age85_over,[85+],4356,100,,23294.11765
EU,CHE,1964,All,Age_all,[All],53609,100,811.9599184,926.0174117
EU,CHE,1964,All,Age00,[0],2142,100,,1977.839335
EU,CHE,1964,All,Age01_04,[1-4],409,100,,104.6035806
EU,CHE,1964,All,Age05_09,[5-9],215,100,,48.098434
EU,CHE,1964,All,Age10_14,[10-14],150,100,,33.44481605
EU,CHE,1964,All,Age15_19,[15-19],343,100,,69.70128023
EU,CHE,1964,All,Age20_24,[20-24],471,100,,101.0946555
EU,CHE,1964,All,Age25_29,[25-29],439,100,,104.8483401
EU,CHE,1964,All,Age30_34,[30-34],469,100,,117.0743884
EU,CHE,1964,All,Age35_39,[35-39],605,100,,160.0952633
EU,CHE,1964,All,Age40_44,[40-44],945,100,,257.1428571
EU,CHE,1964,All,Age45_49,[45-49],1223,100,,392.2386145
EU,CHE,1964,All,Age50_54,[50-54],2177,100,,629.9189815
EU,CHE,1964,All,Age55_59,[55-59],3431,100,,1045.080719
EU,CHE,1964,All,Age60_64,[60-64],4816,100,,1680.390789
EU,CHE,1964,All,Age65_69,[65-69],6208,100,,2719.229085
EU,CHE,1964,All,Age70_74,[70-74],7347,100,,4391.512253
EU,CHE,1964,All,Age75_79,[75-79],8131,100,,7240.427427
EU,CHE,1964,All,Age80_84,[80-84],7628,100,,12204.8
EU,CHE,1964,All,Age85_over,[85+],6460,100,,21605.35117
EU,CHE,1964,Male,Age_all,[All],28309,100,1004.698042,1004.684672
EU,CHE,1964,Male,Age00,[0],1248,100,,2256.781194
EU,CHE,1964,Male,Age01_04,[1-4],232,100,,116.4658635
EU,CHE,1964,Male,Age05_09,[5-9],142,100,,62.30802984
EU,CHE,1964,Male,Age10_14,[10-14],100,100,,43.97537379
EU,CHE,1964,Male,Age15_19,[15-19],259,100,,104.0996785
EU,CHE,1964,Male,Age20_24,[20-24],359,100,,152.1831284
EU,CHE,1964,Male,Age25_29,[25-29],308,100,,145.4888994
EU,CHE,1964,Male,Age30_34,[30-34],308,100,,154.1541542
EU,CHE,1964,Male,Age35_39,[35-39],379,100,,206.2023939
EU,CHE,1964,Male,Age40_44,[40-44],611,100,,340.5797101
EU,CHE,1964,Male,Age45_49,[45-49],762,100,,499.0176817
EU,CHE,1964,Male,Age50_54,[50-54],1437,100,,862.0275945
EU,CHE,1964,Male,Age55_59,[55-59],2165,100,,1405.844156
EU,CHE,1964,Male,Age60_64,[60-64],3003,100,,2318.918919
EU,CHE,1964,Male,Age65_69,[65-69],3573,100,,3634.791455
EU,CHE,1964,Male,Age70_74,[70-74],3827,100,,5546.376812
EU,CHE,1964,Male,Age75_79,[75-79],3802,100,,8543.820225
EU,CHE,1964,Male,Age80_84,[80-84],3286,100,,13748.95398
EU,CHE,1964,Male,Age85_over,[85+],2508,100,,24349.51456
EU,CHE,1964,Female,Age_all,[All],25300,100,660.8282006,851.4218408
EU,CHE,1964,Female,Age00,[0],894,100,,1686.792453
EU,CHE,1964,Female,Age01_04,[1-4],177,100,,92.28362878
EU,CHE,1964,Female,Age05_09,[5-9],73,100,,33.31811958
EU,CHE,1964,Female,Age10_14,[10-14],50,100,,22.61420172
EU,CHE,1964,Female,Age15_19,[15-19],84,100,,34.52527744
EU,CHE,1964,Female,Age20_24,[20-24],112,100,,48.69565217
EU,CHE,1964,Female,Age25_29,[25-29],131,100,,63.28502416
EU,CHE,1964,Female,Age30_34,[30-34],161,100,,80.17928287
EU,CHE,1964,Female,Age35_39,[35-39],226,100,,116.4348274
EU,CHE,1964,Female,Age40_44,[40-44],334,100,,177.5651249
EU,CHE,1964,Female,Age45_49,[45-49],461,100,,289.7548712
EU,CHE,1964,Female,Age50_54,[50-54],740,100,,413.6389044
EU,CHE,1964,Female,Age55_59,[55-59],1266,100,,726.3339071
EU,CHE,1964,Female,Age60_64,[60-64],1813,100,,1154.042012
EU,CHE,1964,Female,Age65_69,[65-69],2635,100,,2026.923077
EU,CHE,1964,Female,Age70_74,[70-74],3520,100,,3580.874873
EU,CHE,1964,Female,Age75_79,[75-79],4329,100,,6384.955752
EU,CHE,1964,Female,Age80_84,[80-84],4342,100,,11248.70466
EU,CHE,1964,Female,Age85_over,[85+],3952,100,,20163.26531
EU,CHE,1965,All,Age_all,[All],55547,100,822.7392603,948.4675147
EU,CHE,1965,All,Age00,[0],1996,100,,1812.897366
EU,CHE,1965,All,Age01_04,[1-4],395,100,,97.43463246
EU,CHE,1965,All,Age05_09,[5-9],206,100,,45.27472528
EU,CHE,1965,All,Age10_14,[10-14],156,100,,35.26220615
EU,CHE,1965,All,Age15_19,[15-19],311,100,,63.93914474
EU,CHE,1965,All,Age20_24,[20-24],413,100,,86.25730994
EU,CHE,1965,All,Age25_29,[25-29],415,100,,97.90044822
EU,CHE,1965,All,Age30_34,[30-34],450,100,,110.974106
EU,CHE,1965,All,Age35_39,[35-39],564,100,,147.566719
EU,CHE,1965,All,Age40_44,[40-44],919,100,,246.2486602
EU,CHE,1965,All,Age45_49,[45-49],1213,100,,386.0598345
EU,CHE,1965,All,Age50_54,[50-54],2054,100,,603.0534351
EU,CHE,1965,All,Age55_59,[55-59],3384,100,,1018.97019
EU,CHE,1965,All,Age60_64,[60-64],4957,100,,1700.51458
EU,CHE,1965,All,Age65_69,[65-69],6519,100,,2775.223499
EU,CHE,1965,All,Age70_74,[70-74],7693,100,,4470.075538
EU,CHE,1965,All,Age75_79,[75-79],8774,100,,7696.491228
EU,CHE,1965,All,Age80_84,[80-84],8033,100,,12590.90909
EU,CHE,1965,All,Age85_over,[85+],7095,100,,22740.38462
EU,CHE,1965,Male,Age_all,[All],29051,100,1013.856303,1018.368563
EU,CHE,1965,Male,Age00,[0],1139,100,,2019.503546
EU,CHE,1965,Male,Age01_04,[1-4],232,100,,112.2399613
EU,CHE,1965,Male,Age05_09,[5-9],130,100,,55.96211795
EU,CHE,1965,Male,Age10_14,[10-14],107,100,,47.61904762
EU,CHE,1965,Male,Age15_19,[15-19],222,100,,90.42769857
EU,CHE,1965,Male,Age20_24,[20-24],305,100,,125.6695509
EU,CHE,1965,Male,Age25_29,[25-29],298,100,,138.9925373
EU,CHE,1965,Male,Age30_34,[30-34],295,100,,145.034415
EU,CHE,1965,Male,Age35_39,[35-39],353,100,,188.9721627
EU,CHE,1965,Male,Age40_44,[40-44],567,100,,312.2246696
EU,CHE,1965,Male,Age45_49,[45-49],774,100,,502.9239766
EU,CHE,1965,Male,Age50_54,[50-54],1278,100,,775.9562842
EU,CHE,1965,Male,Age55_59,[55-59],2171,100,,1389.884763
EU,CHE,1965,Male,Age60_64,[60-64],2964,100,,2243.754731
EU,CHE,1965,Male,Age65_69,[65-69],3803,100,,3761.622156
EU,CHE,1965,Male,Age70_74,[70-74],4038,100,,5695.345557
EU,CHE,1965,Male,Age75_79,[75-79],4170,100,,9308.035714
EU,CHE,1965,Male,Age80_84,[80-84],3564,100,,14727.27273
EU,CHE,1965,Male,Age85_over,[85+],2641,100,,24682.24299
EU,CHE,1965,Female,Age_all,[All],26496,100,674.8989319,882.0826953
EU,CHE,1965,Female,Age00,[0],857,100,,1595.903166
EU,CHE,1965,Female,Age01_04,[1-4],163,100,,82.0332159
EU,CHE,1965,Female,Age05_09,[5-9],76,100,,34.12662775
EU,CHE,1965,Female,Age10_14,[10-14],49,100,,22.50803859
EU,CHE,1965,Female,Age15_19,[15-19],89,100,,36.94479037
EU,CHE,1965,Female,Age20_24,[20-24],108,100,,45.7433291
EU,CHE,1965,Female,Age25_29,[25-29],117,100,,55.84725537
EU,CHE,1965,Female,Age30_34,[30-34],155,100,,76.69470559
EU,CHE,1965,Female,Age35_39,[35-39],211,100,,107.9836233
EU,CHE,1965,Female,Age40_44,[40-44],352,100,,183.7160752
EU,CHE,1965,Female,Age45_49,[45-49],439,100,,273.8615097
EU,CHE,1965,Female,Age50_54,[50-54],776,100,,441.1597499
EU,CHE,1965,Female,Age55_59,[55-59],1213,100,,689.5963616
EU,CHE,1965,Female,Age60_64,[60-64],1993,100,,1250.313676
EU,CHE,1965,Female,Age65_69,[65-69],2716,100,,2029.895366
EU,CHE,1965,Female,Age70_74,[70-74],3655,100,,3611.660079
EU,CHE,1965,Female,Age75_79,[75-79],4604,100,,6653.179191
EU,CHE,1965,Female,Age80_84,[80-84],4469,100,,11285.35354
EU,CHE,1965,Female,Age85_over,[85+],4454,100,,21726.82927
EU,CHE,1966,All,Age_all,[All],55804,100,811.5010679,942.9377672
EU,CHE,1966,All,Age00,[0],1876,100,,1725.850966
EU,CHE,1966,All,Age01_04,[1-4],445,100,,106.4338675
EU,CHE,1966,All,Age05_09,[5-9],229,100,,49.4280164
EU,CHE,1966,All,Age10_14,[10-14],145,100,,33.01457195
EU,CHE,1966,All,Age15_19,[15-19],366,100,,76.74564898
EU,CHE,1966,All,Age20_24,[20-24],447,100,,91.31767109
EU,CHE,1966,All,Age25_29,[25-29],427,100,,99.11792015
EU,CHE,1966,All,Age30_34,[30-34],447,100,,108.8650755
EU,CHE,1966,All,Age35_39,[35-39],552,100,,142.7094106
EU,CHE,1966,All,Age40_44,[40-44],872,100,,233.4672021
EU,CHE,1966,All,Age45_49,[45-49],1222,100,,374.2725881
EU,CHE,1966,All,Age50_54,[50-54],2189,100,,658.1479254
EU,CHE,1966,All,Age55_59,[55-59],3358,100,,1005.991612
EU,CHE,1966,All,Age60_64,[60-64],4770,100,,1612.031092
EU,CHE,1966,All,Age65_69,[65-69],6557,100,,2713.990066
EU,CHE,1966,All,Age70_74,[70-74],7815,100,,4405.29876
EU,CHE,1966,All,Age75_79,[75-79],8654,100,,7453.919035
EU,CHE,1966,All,Age80_84,[80-84],8122,100,,12476.19048
EU,CHE,1966,All,Age85_over,[85+],7311,100,,22564.81482
EU,CHE,1966,Male,Age_all,[All],29091,100,998.1255049,1008.388506
EU,CHE,1966,Male,Age00,[0],1088,100,,1949.820789
EU,CHE,1966,Male,Age01_04,[1-4],247,100,,115.6908665
EU,CHE,1966,Male,Age05_09,[5-9],137,100,,57.95262267
EU,CHE,1966,Male,Age10_14,[10-14],96,100,,42.99149127
EU,CHE,1966,Male,Age15_19,[15-19],263,100,,109.4009983
EU,CHE,1966,Male,Age20_24,[20-24],338,100,,136.0708535
EU,CHE,1966,Male,Age25_29,[25-29],301,100,,138.13676
EU,CHE,1966,Male,Age30_34,[30-34],304,100,,146.8599034
EU,CHE,1966,Male,Age35_39,[35-39],345,100,,181.4834298
EU,CHE,1966,Male,Age40_44,[40-44],551,100,,303.9161611
EU,CHE,1966,Male,Age45_49,[45-49],777,100,,486.232791
EU,CHE,1966,Male,Age50_54,[50-54],1388,100,,859.9752169
EU,CHE,1966,Male,Age55_59,[55-59],2171,100,,1380.165289
EU,CHE,1966,Male,Age60_64,[60-64],2989,100,,2219.005197
EU,CHE,1966,Male,Age65_69,[65-69],3759,100,,3614.423077
EU,CHE,1966,Male,Age70_74,[70-74],4183,100,,5737.997257
EU,CHE,1966,Male,Age75_79,[75-79],4003,100,,8817.180617
