Region Code,Country Code,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,CHE,1974,Female,Age80_84,[80-84],5039,100,,9489.642185
EU,CHE,1974,Female,Age85_over,[85+],5590,100,,18949.15254
EU,CHE,1975,All,Age_all,[All],55924,100,671.9645256,880.8455008
EU,CHE,1975,All,Age00,[0],843,100,,1080.769231
EU,CHE,1975,All,Age01_04,[1-4],228,100,,65.97222222
EU,CHE,1975,All,Age05_09,[5-9],178,100,,36.08351916
EU,CHE,1975,All,Age10_14,[10-14],156,100,,30.89108911
EU,CHE,1975,All,Age15_19,[15-19],379,100,,81.06951872
EU,CHE,1975,All,Age20_24,[20-24],497,100,,106.7898582
EU,CHE,1975,All,Age25_29,[25-29],441,100,,85.08585761
EU,CHE,1975,All,Age30_34,[30-34],451,100,,91.24013757
EU,CHE,1975,All,Age35_39,[35-39],541,100,,126.9059348
EU,CHE,1975,All,Age40_44,[40-44],842,100,,207.8499136
EU,CHE,1975,All,Age45_49,[45-49],1276,100,,335.8778626
EU,CHE,1975,All,Age50_54,[50-54],1943,100,,533.6446031
EU,CHE,1975,All,Age55_59,[55-59],2602,100,,870.5252593
EU,CHE,1975,All,Age60_64,[60-64],4090,100,,1318.504191
EU,CHE,1975,All,Age65_69,[65-69],6458,100,,2271.544144
EU,CHE,1975,All,Age70_74,[70-74],8117,100,,3572.623239
EU,CHE,1975,All,Age75_79,[75-79],9400,100,,6080.206986
EU,CHE,1975,All,Age80_84,[80-84],8643,100,,10132.47362
EU,CHE,1975,All,Age85_over,[85+],8839,100,,19341.35667
EU,CHE,1975,Male,Age_all,[All],29689,100,871.0162837,958.9160557
EU,CHE,1975,Male,Age00,[0],500,100,,1250
EU,CHE,1975,Male,Age01_04,[1-4],138,100,,77.6589758
EU,CHE,1975,Male,Age05_09,[5-9],102,100,,40.3960396
EU,CHE,1975,Male,Age10_14,[10-14],95,100,,36.85027153
EU,CHE,1975,Male,Age15_19,[15-19],269,100,,113.9830509
EU,CHE,1975,Male,Age20_24,[20-24],382,100,,167.4704077
EU,CHE,1975,Male,Age25_29,[25-29],320,100,,123.029604
EU,CHE,1975,Male,Age30_34,[30-34],298,100,,117.8797468
EU,CHE,1975,Male,Age35_39,[35-39],340,100,,157.0438799
EU,CHE,1975,Male,Age40_44,[40-44],543,100,,267.619517
EU,CHE,1975,Male,Age45_49,[45-49],839,100,,453.0237581
EU,CHE,1975,Male,Age50_54,[50-54],1263,100,,718.0216032
EU,CHE,1975,Male,Age55_59,[55-59],1730,100,,1199.722608
EU,CHE,1975,Male,Age60_64,[60-64],2692,100,,1862.975779
EU,CHE,1975,Male,Age65_69,[65-69],4045,100,,3225.677831
EU,CHE,1975,Male,Age70_74,[70-74],4622,100,,4932.764141
EU,CHE,1975,Male,Age75_79,[75-79],4589,100,,7857.876712
EU,CHE,1975,Male,Age80_84,[80-84],3696,100,,12402.68456
EU,CHE,1975,Male,Age85_over,[85+],3226,100,,22095.89041
EU,CHE,1975,Female,Age_all,[All],26235,100,521.4417911,806.5359075
EU,CHE,1975,Female,Age00,[0],343,100,,902.631579
EU,CHE,1975,Female,Age01_04,[1-4],90,100,,53.60333532
EU,CHE,1975,Female,Age05_09,[5-9],76,100,,31.56146179
EU,CHE,1975,Female,Age10_14,[10-14],61,100,,24.67637541
EU,CHE,1975,Female,Age15_19,[15-19],110,100,,47.5161987
EU,CHE,1975,Female,Age20_24,[20-24],115,100,,48.46186262
EU,CHE,1975,Female,Age25_29,[25-29],121,100,,46.86289698
EU,CHE,1975,Female,Age30_34,[30-34],153,100,,63.35403727
EU,CHE,1975,Female,Age35_39,[35-39],201,100,,95.80552908
EU,CHE,1975,Female,Age40_44,[40-44],299,100,,147.8733927
EU,CHE,1975,Female,Age45_49,[45-49],437,100,,224.4478685
EU,CHE,1975,Female,Age50_54,[50-54],680,100,,361.3177471
EU,CHE,1975,Female,Age55_59,[55-59],872,100,,563.6716225
EU,CHE,1975,Female,Age60_64,[60-64],1398,100,,843.6934219
EU,CHE,1975,Female,Age65_69,[65-69],2413,100,,1518.565135
EU,CHE,1975,Female,Age70_74,[70-74],3495,100,,2617.977528
EU,CHE,1975,Female,Age75_79,[75-79],4811,100,,5001.039501
EU,CHE,1975,Female,Age80_84,[80-84],4947,100,,8913.513514
EU,CHE,1975,Female,Age85_over,[85+],5613,100,,18048.23151
EU,CHE,1976,All,Age_all,[All],57095,100,670.9702442,905.0057063
EU,CHE,1976,All,Age00,[0],797,100,,1084.353742
EU,CHE,1976,All,Age01_04,[1-4],191,100,,58.71503228
EU,CHE,1976,All,Age05_09,[5-9],169,100,,35.52659239
EU,CHE,1976,All,Age10_14,[10-14],127,100,,24.94598311
EU,CHE,1976,All,Age15_19,[15-19],349,100,,74.52487722
EU,CHE,1976,All,Age20_24,[20-24],458,100,,100.3066141
EU,CHE,1976,All,Age25_29,[25-29],430,100,,85.67443714
EU,CHE,1976,All,Age30_34,[30-34],457,100,,91.47317854
EU,CHE,1976,All,Age35_39,[35-39],517,100,,121.4755639
EU,CHE,1976,All,Age40_44,[40-44],756,100,,186.9436202
EU,CHE,1976,All,Age45_49,[45-49],1270,100,,333.7713535
EU,CHE,1976,All,Age50_54,[50-54],1952,100,,538.4827586
EU,CHE,1976,All,Age55_59,[55-59],2549,100,,824.1189783
EU,CHE,1976,All,Age60_64,[60-64],4134,100,,1367.515713
EU,CHE,1976,All,Age65_69,[65-69],6321,100,,2212.460623
EU,CHE,1976,All,Age70_74,[70-74],8284,100,,3579.948142
EU,CHE,1976,All,Age75_79,[75-79],9631,100,,6004.36409
EU,CHE,1976,All,Age80_84,[80-84],9061,100,,10180.89888
EU,CHE,1976,All,Age85_over,[85+],9642,100,,20171.54812
EU,CHE,1976,Male,Age_all,[All],30194,100,873.460903,982.3339949
EU,CHE,1976,Male,Age00,[0],459,100,,1224
EU,CHE,1976,Male,Age01_04,[1-4],108,100,,64.59330144
EU,CHE,1976,Male,Age05_09,[5-9],112,100,,46.01479047
EU,CHE,1976,Male,Age10_14,[10-14],78,100,,29.95391705
EU,CHE,1976,Male,Age15_19,[15-19],252,100,,106.4189189
EU,CHE,1976,Male,Age20_24,[20-24],364,100,,162.3550401
EU,CHE,1976,Male,Age25_29,[25-29],312,100,,124.2532855
EU,CHE,1976,Male,Age30_34,[30-34],300,100,,117.4168298
EU,CHE,1976,Male,Age35_39,[35-39],333,100,,154.524362
EU,CHE,1976,Male,Age40_44,[40-44],511,100,,251.8482011
EU,CHE,1976,Male,Age45_49,[45-49],828,100,,444.9220849
EU,CHE,1976,Male,Age50_54,[50-54],1257,100,,720.3438395
EU,CHE,1976,Male,Age55_59,[55-59],1704,100,,1143.624161
EU,CHE,1976,Male,Age60_64,[60-64],2741,100,,1939.844303
EU,CHE,1976,Male,Age65_69,[65-69],3944,100,,3127.676447
EU,CHE,1976,Male,Age70_74,[70-74],4775,100,,4984.34238
EU,CHE,1976,Male,Age75_79,[75-79],4800,100,,7947.019868
EU,CHE,1976,Male,Age80_84,[80-84],3872,100,,12530.74434
EU,CHE,1976,Male,Age85_over,[85+],3444,100,,22960
EU,CHE,1976,Female,Age_all,[All],26901,100,518.7979477,831.5353467
EU,CHE,1976,Female,Age00,[0],338,100,,938.8888889
EU,CHE,1976,Female,Age01_04,[1-4],83,100,,52.49841872
EU,CHE,1976,Female,Age05_09,[5-9],57,100,,24.53723633
EU,CHE,1976,Female,Age10_14,[10-14],49,100,,19.70245275
EU,CHE,1976,Female,Age15_19,[15-19],97,100,,41.90064795
EU,CHE,1976,Female,Age20_24,[20-24],94,100,,40.4475043
EU,CHE,1976,Female,Age25_29,[25-29],118,100,,47.04944179
EU,CHE,1976,Female,Age30_34,[30-34],157,100,,64.3179025
EU,CHE,1976,Female,Age35_39,[35-39],184,100,,87.57734412
EU,CHE,1976,Female,Age40_44,[40-44],245,100,,121.5880893
EU,CHE,1976,Female,Age45_49,[45-49],442,100,,227.3662551
EU,CHE,1976,Female,Age50_54,[50-54],695,100,,369.6808511
EU,CHE,1976,Female,Age55_59,[55-59],845,100,,527.1366188
EU,CHE,1976,Female,Age60_64,[60-64],1393,100,,865.2173913
EU,CHE,1976,Female,Age65_69,[65-69],2377,100,,1489.348371
EU,CHE,1976,Female,Age70_74,[70-74],3509,100,,2587.758112
EU,CHE,1976,Female,Age75_79,[75-79],4831,100,,4831
EU,CHE,1976,Female,Age80_84,[80-84],5189,100,,8931.153184
EU,CHE,1976,Female,Age85_over,[85+],6198,100,,18896.34146
EU,CHE,1977,All,Age_all,[All],55658,100,639.4686925,885.090007
EU,CHE,1977,All,Age00,[0],712,100,,988.8888889
EU,CHE,1977,All,Age01_04,[1-4],162,100,,52.68292683
EU,CHE,1977,All,Age05_09,[5-9],164,100,,35.84699454
EU,CHE,1977,All,Age10_14,[10-14],141,100,,27.70681863
EU,CHE,1977,All,Age15_19,[15-19],354,100,,74.84143763
EU,CHE,1977,All,Age20_24,[20-24],482,100,,105.9107888
EU,CHE,1977,All,Age25_29,[25-29],438,100,,89.86458761
EU,CHE,1977,All,Age30_34,[30-34],487,100,,96.72293942
EU,CHE,1977,All,Age35_39,[35-39],511,100,,118.3692379
EU,CHE,1977,All,Age40_44,[40-44],783,100,,193.9559079
EU,CHE,1977,All,Age45_49,[45-49],1201,100,,314.8099607
EU,CHE,1977,All,Age50_54,[50-54],1919,100,,531.1375588
EU,CHE,1977,All,Age55_59,[55-59],2633,100,,821.0165264
EU,CHE,1977,All,Age60_64,[60-64],3782,100,,1288.586031
EU,CHE,1977,All,Age65_69,[65-69],6182,100,,2156.2609
EU,CHE,1977,All,Age70_74,[70-74],8034,100,,3421.635434
EU,CHE,1977,All,Age75_79,[75-79],9575,100,,5750.750751
EU,CHE,1977,All,Age80_84,[80-84],8899,100,,9568.817204
EU,CHE,1977,All,Age85_over,[85+],9199,100,,18288.27038
EU,CHE,1977,Male,Age_all,[All],29579,100,837.7502525,966.0026127
EU,CHE,1977,Male,Age00,[0],395,100,,1073.369565
EU,CHE,1977,Male,Age01_04,[1-4],102,100,,64.63878327
EU,CHE,1977,Male,Age05_09,[5-9],91,100,,38.85567891
EU,CHE,1977,Male,Age10_14,[10-14],108,100,,41.47465438
EU,CHE,1977,Male,Age15_19,[15-19],249,100,,103.8798498
EU,CHE,1977,Male,Age20_24,[20-24],392,100,,174.688057
EU,CHE,1977,Male,Age25_29,[25-29],314,100,,129.1118421
EU,CHE,1977,Male,Age30_34,[30-34],331,100,,128.7436795
EU,CHE,1977,Male,Age35_39,[35-39],338,100,,154.6910755
EU,CHE,1977,Male,Age40_44,[40-44],518,100,,255.550074
EU,CHE,1977,Male,Age45_49,[45-49],796,100,,425.2136752
EU,CHE,1977,Male,Age50_54,[50-54],1246,100,,717.3287277
EU,CHE,1977,Male,Age55_59,[55-59],1753,100,,1137.573005
EU,CHE,1977,Male,Age60_64,[60-64],2497,100,,1813.362382
EU,CHE,1977,Male,Age65_69,[65-69],3979,100,,3140.489345
EU,CHE,1977,Male,Age70_74,[70-74],4631,100,,4749.74359
EU,CHE,1977,Male,Age75_79,[75-79],4757,100,,7586.92185
EU,CHE,1977,Male,Age80_84,[80-84],3851,100,,11996.88474
EU,CHE,1977,Male,Age85_over,[85+],3231,100,,20711.53846
EU,CHE,1977,Female,Age_all,[All],26079,100,489.6290727,808.3002728
EU,CHE,1977,Female,Age00,[0],317,100,,900.5681818
EU,CHE,1977,Female,Age01_04,[1-4],60,100,,40.08016032
EU,CHE,1977,Female,Age05_09,[5-9],73,100,,32.69144649
EU,CHE,1977,Female,Age10_14,[10-14],33,100,,13.27967807
EU,CHE,1977,Female,Age15_19,[15-19],105,100,,45.00642949
EU,CHE,1977,Female,Age20_24,[20-24],90,100,,39.01170351
EU,CHE,1977,Female,Age25_29,[25-29],124,100,,50.77805078
EU,CHE,1977,Female,Age30_34,[30-34],156,100,,63.31168831
EU,CHE,1977,Female,Age35_39,[35-39],173,100,,81.14446529
EU,CHE,1977,Female,Age40_44,[40-44],265,100,,131.840796
EU,CHE,1977,Female,Age45_49,[45-49],405,100,,208.4405558
EU,CHE,1977,Female,Age50_54,[50-54],673,100,,358.7420043
EU,CHE,1977,Female,Age55_59,[55-59],880,100,,528.2112845
EU,CHE,1977,Female,Age60_64,[60-64],1285,100,,824.775353
EU,CHE,1977,Female,Age65_69,[65-69],2203,100,,1376.875
EU,CHE,1977,Female,Age70_74,[70-74],3403,100,,2478.514203
EU,CHE,1977,Female,Age75_79,[75-79],4818,100,,4641.618497
EU,CHE,1977,Female,Age80_84,[80-84],5048,100,,8288.998358
EU,CHE,1977,Female,Age85_over,[85+],5968,100,,17198.84726
EU,CHE,1978,All,Age_all,[All],57718,100,646.327912,917.571499
EU,CHE,1978,All,Age00,[0],615,100,,864.978903
EU,CHE,1978,All,Age01_04,[1-4],185,100,,62.54225828
EU,CHE,1978,All,Age05_09,[5-9],167,100,,37.96317345
EU,CHE,1978,All,Age10_14,[10-14],164,100,,32.5074331
EU,CHE,1978,All,Age15_19,[15-19],325,100,,67.45537568
EU,CHE,1978,All,Age20_24,[20-24],466,100,,101.9470575
EU,CHE,1978,All,Age25_29,[25-29],426,100,,89.32690292
EU,CHE,1978,All,Age30_34,[30-34],467,100,,92.36550633
EU,CHE,1978,All,Age35_39,[35-39],592,100,,133.3633701
EU,CHE,1978,All,Age40_44,[40-44],786,100,,194.6990339
EU,CHE,1978,All,Age45_49,[45-49],1232,100,,320.7498047
EU,CHE,1978,All,Age50_54,[50-54],1941,100,,537.2266814
EU,CHE,1978,All,Age55_59,[55-59],2754,100,,830.0180832
EU,CHE,1978,All,Age60_64,[60-64],3745,100,,1315.41974
EU,CHE,1978,All,Age65_69,[65-69],6118,100,,2133.937914
EU,CHE,1978,All,Age70_74,[70-74],8327,100,,3479.732553
EU,CHE,1978,All,Age75_79,[75-79],9801,100,,5694.9448
EU,CHE,1978,All,Age80_84,[80-84],9576,100,,9902.792141
EU,CHE,1978,All,Age85_over,[85+],10031,100,,18784.6442
EU,CHE,1978,Male,Age_all,[All],30530,100,849.3385055,997.1910112
EU,CHE,1978,Male,Age00,[0],376,100,,1030.136986
EU,CHE,1978,Male,Age01_04,[1-4],107,100,,70.62706271
EU,CHE,1978,Male,Age05_09,[5-9],110,100,,48.78048781
EU,CHE,1978,Male,Age10_14,[10-14],114,100,,44.16892677
EU,CHE,1978,Male,Age15_19,[15-19],239,100,,97.63071895
EU,CHE,1978,Male,Age20_24,[20-24],370,100,,163.4997791
EU,CHE,1978,Male,Age25_29,[25-29],311,100,,131.1682834
EU,CHE,1978,Male,Age30_34,[30-34],321,100,,124.7570929
EU,CHE,1978,Male,Age35_39,[35-39],383,100,,170.3736655
EU,CHE,1978,Male,Age40_44,[40-44],502,100,,247.2906404
EU,CHE,1978,Male,Age45_49,[45-49],788,100,,416.7107351
EU,CHE,1978,Male,Age50_54,[50-54],1248,100,,718.8940092
EU,CHE,1978,Male,Age55_59,[55-59],1836,100,,1154.716981
EU,CHE,1978,Male,Age60_64,[60-64],2463,100,,1839.432412
EU,CHE,1978,Male,Age65_69,[65-69],3868,100,,3040.880503
EU,CHE,1978,Male,Age70_74,[70-74],4843,100,,4872.2334
EU,CHE,1978,Male,Age75_79,[75-79],5032,100,,7741.538462
EU,CHE,1978,Male,Age80_84,[80-84],4112,100,,12460.60606
EU,CHE,1978,Male,Age85_over,[85+],3507,100,,21384.14634
EU,CHE,1978,Female,Age_all,[All],27188,100,493.9825862,842.0726608
EU,CHE,1978,Female,Age00,[0],239,100,,690.7514451
EU,CHE,1978,Female,Age01_04,[1-4],78,100,,54.05405405
EU,CHE,1978,Female,Age05_09,[5-9],57,100,,26.5858209
EU,CHE,1978,Female,Age10_14,[10-14],50,100,,20.29220779
EU,CHE,1978,Female,Age15_19,[15-19],86,100,,36.28691983
EU,CHE,1978,Female,Age20_24,[20-24],96,100,,41.59445407
EU,CHE,1978,Female,Age25_29,[25-29],115,100,,47.95663053
EU,CHE,1978,Female,Age30_34,[30-34],146,100,,58.79983891
EU,CHE,1978,Female,Age35_39,[35-39],209,100,,95.39023277
EU,CHE,1978,Female,Age40_44,[40-44],284,100,,141.5047334
EU,CHE,1978,Female,Age45_49,[45-49],444,100,,227.6923077
EU,CHE,1978,Female,Age50_54,[50-54],693,100,,369.2061801
EU,CHE,1978,Female,Age55_59,[55-59],918,100,,531.25
EU,CHE,1978,Female,Age60_64,[60-64],1282,100,,850.132626
EU,CHE,1978,Female,Age65_69,[65-69],2250,100,,1410.658307
EU,CHE,1978,Female,Age70_74,[70-74],3484,100,,2490.35025
EU,CHE,1978,Female,Age75_79,[75-79],4769,100,,4452.847806
EU,CHE,1978,Female,Age80_84,[80-84],5464,100,,8577.708006
EU,CHE,1978,Female,Age85_over,[85+],6524,100,,17632.43243
EU,CHE,1979,All,Age_all,[All],57454,100,629.3138269,911.5631148
EU,CHE,1979,All,Age00,[0],610,100,,865.248227
EU,CHE,1979,All,Age01_04,[1-4],146,100,,50.67684832
EU,CHE,1979,All,Age05_09,[5-9],122,100,,28.82797732
EU,CHE,1979,All,Age10_14,[10-14],159,100,,32.07585233
EU,CHE,1979,All,Age15_19,[15-19],338,100,,68.49037487
EU,CHE,1979,All,Age20_24,[20-24],527,100,,114.2671292
EU,CHE,1979,All,Age25_29,[25-29],447,100,,95.39052497
EU,CHE,1979,All,Age30_34,[30-34],516,100,,102.0367807
EU,CHE,1979,All,Age35_39,[35-39],560,100,,122.1374046
EU,CHE,1979,All,Age40_44,[40-44],747,100,,184.2624568
EU,CHE,1979,All,Age45_49,[45-49],1188,100,,306.8974425
EU,CHE,1979,All,Age50_54,[50-54],1904,100,,525.2413793
EU,CHE,1979,All,Age55_59,[55-59],2832,100,,828.7971905
EU,CHE,1979,All,Age60_64,[60-64],3585,100,,1290.49676
EU,CHE,1979,All,Age65_69,[65-69],5872,100,,2055.302765
EU,CHE,1979,All,Age70_74,[70-74],8159,100,,3346.59557
EU,CHE,1979,All,Age75_79,[75-79],9914,100,,5613.816535
EU,CHE,1979,All,Age80_84,[80-84],9421,100,,9336.967294
EU,CHE,1979,All,Age85_over,[85+],10407,100,,18452.12766
EU,CHE,1979,Male,Age_all,[All],30143,100,823.99442,982.8170851
EU,CHE,1979,Male,Age00,[0],358,100,,991.6897507
EU,CHE,1979,Male,Age01_04,[1-4],79,100,,53.52303523
EU,CHE,1979,Male,Age05_09,[5-9],71,100,,32.67372296
EU,CHE,1979,Male,Age10_14,[10-14],99,100,,39.03785489
EU,CHE,1979,Male,Age15_19,[15-19],235,100,,93.51372861
EU,CHE,1979,Male,Age20_24,[20-24],388,100,,169.1368788
EU,CHE,1979,Male,Age25_29,[25-29],321,100,,138.2428941
EU,CHE,1979,Male,Age30_34,[30-34],370,100,,144.2495127
EU,CHE,1979,Male,Age35_39,[35-39],350,100,,150.4729149
EU,CHE,1979,Male,Age40_44,[40-44],467,100,,228.9215686
EU,CHE,1979,Male,Age45_49,[45-49],736,100,,384.5350052
EU,CHE,1979,Male,Age50_54,[50-54],1213,100,,695.5275229
EU,CHE,1979,Male,Age55_59,[55-59],1877,100,,1150.122549
EU,CHE,1979,Male,Age60_64,[60-64],2360,100,,1804.281346
EU,CHE,1979,Male,Age65_69,[65-69],3751,100,,2946.582875
EU,CHE,1979,Male,Age70_74,[70-74],4728,100,,4667.324778
EU,CHE,1979,Male,Age75_79,[75-79],4992,100,,7450.746269
EU,CHE,1979,Male,Age80_84,[80-84],4109,100,,12014.61988
EU,CHE,1979,Male,Age85_over,[85+],3639,100,,21280.70175
EU,CHE,1979,Female,Age_all,[All],27311,100,484.759852,844.0262068
EU,CHE,1979,Female,Age00,[0],252,100,,732.5581395
EU,CHE,1979,Female,Age01_04,[1-4],67,100,,47.68683274
EU,CHE,1979,Female,Age05_09,[5-9],51,100,,24.76930549
EU,CHE,1979,Female,Age10_14,[10-14],60,100,,24.78314746
EU,CHE,1979,Female,Age15_19,[15-19],103,100,,42.52683733
EU,CHE,1979,Female,Age20_24,[20-24],139,100,,59.96548749
EU,CHE,1979,Female,Age25_29,[25-29],126,100,,53.29949239
EU,CHE,1979,Female,Age30_34,[30-34],146,100,,58.58747994
EU,CHE,1979,Female,Age35_39,[35-39],210,100,,92.96148738
EU,CHE,1979,Female,Age40_44,[40-44],280,100,,139.0268123
EU,CHE,1979,Female,Age45_49,[45-49],452,100,,230.9657639
EU,CHE,1979,Female,Age50_54,[50-54],691,100,,367.3577884
EU,CHE,1979,Female,Age55_59,[55-59],955,100,,535.0140056
EU,CHE,1979,Female,Age60_64,[60-64],1225,100,,833.3333333
EU,CHE,1979,Female,Age65_69,[65-69],2121,100,,1339.015152
EU,CHE,1979,Female,Age70_74,[70-74],3431,100,,2407.719298
EU,CHE,1979,Female,Age75_79,[75-79],4922,100,,4490.875912
EU,CHE,1979,Female,Age80_84,[80-84],5312,100,,7964.017991
EU,CHE,1979,Female,Age85_over,[85+],6768,100,,17221.37405
EU,CHE,1980,All,Age_all,[All],59097,100,631.744734,934.0888615
EU,CHE,1980,All,Age00,[0],667,100,,926.3888889
EU,CHE,1980,All,Age01_04,[1-4],129,100,,45.39057002
EU,CHE,1980,All,Age05_09,[5-9],122,100,,29.96070727
EU,CHE,1980,All,Age10_14,[10-14],128,100,,26.43535729
EU,CHE,1980,All,Age15_19,[15-19],367,100,,72.6157499
EU,CHE,1980,All,Age20_24,[20-24],544,100,,116.4134389
EU,CHE,1980,All,Age25_29,[25-29],414,100,,89.12809473
EU,CHE,1980,All,Age30_34,[30-34],463,100,,91.82863943
EU,CHE,1980,All,Age35_39,[35-39],598,100,,126.2135922
EU,CHE,1980,All,Age40_44,[40-44],784,100,,192.109777
EU,CHE,1980,All,Age45_49,[45-49],1178,100,,302.0512821
EU,CHE,1980,All,Age50_54,[50-54],1787,100,,489.32092
EU,CHE,1980,All,Age55_59,[55-59],2838,100,,819.5206468
EU,CHE,1980,All,Age60_64,[60-64],3634,100,,1300.644238
EU,CHE,1980,All,Age65_69,[65-69],5805,100,,2058.510638
EU,CHE,1980,All,Age70_74,[70-74],8380,100,,3392.712551
EU,CHE,1980,All,Age75_79,[75-79],10096,100,,5574.820541
EU,CHE,1980,All,Age80_84,[80-84],10000,100,,9469.69697
EU,CHE,1980,All,Age85_over,[85+],11163,100,,18856.41892
EU,CHE,1980,Male,Age_all,[All],30847,100,828.8089008,1002.013968
EU,CHE,1980,Male,Age00,[0],392,100,,1065.217391
EU,CHE,1980,Male,Age01_04,[1-4],77,100,,52.9209622
EU,CHE,1980,Male,Age05_09,[5-9],81,100,,38.7374462
EU,CHE,1980,Male,Age10_14,[10-14],80,100,,32.31017771
EU,CHE,1980,Male,Age15_19,[15-19],264,100,,102.3255814
EU,CHE,1980,Male,Age20_24,[20-24],399,100,,171.0977702
EU,CHE,1980,Male,Age25_29,[25-29],303,100,,131.9111885
EU,CHE,1980,Male,Age30_34,[30-34],302,100,,118.5243328
EU,CHE,1980,Male,Age35_39,[35-39],410,100,,170.1244813
EU,CHE,1980,Male,Age40_44,[40-44],517,100,,251.9493177
EU,CHE,1980,Male,Age45_49,[45-49],725,100,,374.2901394
EU,CHE,1980,Male,Age50_54,[50-54],1149,100,,651.7300057
EU,CHE,1980,Male,Age55_59,[55-59],1892,100,,1148.058252
EU,CHE,1980,Male,Age60_64,[60-64],2410,100,,1831.306991
EU,CHE,1980,Male,Age65_69,[65-69],3708,100,,2942.857143
EU,CHE,1980,Male,Age70_74,[70-74],4911,100,,4772.594752
EU,CHE,1980,Male,Age75_79,[75-79],5063,100,,7348.330914
EU,CHE,1980,Male,Age80_84,[80-84],4345,100,,12205.05618
EU,CHE,1980,Male,Age85_over,[85+],3819,100,,21576.27119
EU,CHE,1980,Female,Age_all,[All],28250,100,484.5742926,869.7124561
EU,CHE,1980,Female,Age00,[0],275,100,,781.25
EU,CHE,1980,Female,Age01_04,[1-4],52,100,,37.49098774
EU,CHE,1980,Female,Age05_09,[5-9],41,100,,20.69661787
EU,CHE,1980,Female,Age10_14,[10-14],48,100,,20.2874049
EU,CHE,1980,Female,Age15_19,[15-19],103,100,,41.63298302
EU,CHE,1980,Female,Age20_24,[20-24],145,100,,61.93934216
EU,CHE,1980,Female,Age25_29,[25-29],111,100,,47.27427598
EU,CHE,1980,Female,Age30_34,[30-34],161,100,,64.55493184
EU,CHE,1980,Female,Age35_39,[35-39],188,100,,80.75601375
EU,CHE,1980,Female,Age40_44,[40-44],267,100,,131.5919172
EU,CHE,1980,Female,Age45_49,[45-49],453,100,,230.7692308
EU,CHE,1980,Female,Age50_54,[50-54],638,100,,337.7448385
EU,CHE,1980,Female,Age55_59,[55-59],946,100,,521.2121212
EU,CHE,1980,Female,Age60_64,[60-64],1224,100,,828.1461434
EU,CHE,1980,Female,Age65_69,[65-69],2097,100,,1344.230769
EU,CHE,1980,Female,Age70_74,[70-74],3469,100,,2407.356003
EU,CHE,1980,Female,Age75_79,[75-79],5033,100,,4485.73975
EU,CHE,1980,Female,Age80_84,[80-84],5655,100,,8078.571429
EU,CHE,1980,Female,Age85_over,[85+],7344,100,,17696.38554
EU,CHE,1981,All,Age_all,[All],59763,100,622.3023083,939.2120193
EU,CHE,1981,All,Age00,[0],557,100,,758.8555858
EU,CHE,1981,All,Age01_04,[1-4],158,100,,55.41915118
EU,CHE,1981,All,Age05_09,[5-9],106,100,,27.03391992
EU,CHE,1981,All,Age10_14,[10-14],133,100,,28.18991098
EU,CHE,1981,All,Age15_19,[15-19],376,100,,73.12329833
EU,CHE,1981,All,Age20_24,[20-24],572,100,,119.991609
EU,CHE,1981,All,Age25_29,[25-29],431,100,,92.25171233
EU,CHE,1981,All,Age30_34,[30-34],470,100,,93.94363382
EU,CHE,1981,All,Age35_39,[35-39],573,100,,117.2258593
EU,CHE,1981,All,Age40_44,[40-44],728,100,,175.8454106
EU,CHE,1981,All,Age45_49,[45-49],1200,100,,305.1881994
EU,CHE,1981,All,Age50_54,[50-54],1764,100,,479.0874525
EU,CHE,1981,All,Age55_59,[55-59],2763,100,,797.8631245
EU,CHE,1981,All,Age60_64,[60-64],3789,100,,1307.002415
EU,CHE,1981,All,Age65_69,[65-69],5508,100,,2000
EU,CHE,1981,All,Age70_74,[70-74],8168,100,,3279.004416
EU,CHE,1981,All,Age75_79,[75-79],10369,100,,5604.864865
EU,CHE,1981,All,Age80_84,[80-84],10532,100,,9548.50408
EU,CHE,1981,All,Age85_over,[85+],11566,100,,18565.00803
EU,CHE,1981,Male,Age_all,[All],31200,100,821.8119707,1007.394014
EU,CHE,1981,Male,Age00,[0],330,100,,875.331565
EU,CHE,1981,Male,Age01_04,[1-4],91,100,,62.32876712
EU,CHE,1981,Male,Age05_09,[5-9],61,100,,30.33316758
EU,CHE,1981,Male,Age10_14,[10-14],81,100,,33.55426678
EU,CHE,1981,Male,Age15_19,[15-19],261,100,,99.27729175
EU,CHE,1981,Male,Age20_24,[20-24],450,100,,188.7583893
EU,CHE,1981,Male,Age25_29,[25-29],297,100,,128.2937365
EU,CHE,1981,Male,Age30_34,[30-34],318,100,,126.1904762
EU,CHE,1981,Male,Age35_39,[35-39],366,100,,146.869984
EU,CHE,1981,Male,Age40_44,[40-44],468,100,,224.7838617
EU,CHE,1981,Male,Age45_49,[45-49],776,100,,396.1204696
EU,CHE,1981,Male,Age50_54,[50-54],1199,100,,671.3325868
EU,CHE,1981,Male,Age55_59,[55-59],1831,100,,1114.424833
EU,CHE,1981,Male,Age60_64,[60-64],2507,100,,1837.97654
EU,CHE,1981,Male,Age65_69,[65-69],3578,100,,2894.822007
EU,CHE,1981,Male,Age70_74,[70-74],4863,100,,4684.971098
