Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
AS,Asia,JPN,Japan,1974,All,Age35_39,[35-39],13683,100,,165.2536232
AS,Asia,JPN,Japan,1974,Female,Age35_39,[35-39],4872,100,,117.3410405
AS,Asia,JPN,Japan,1974,Male,Age35_39,[35-39],8811,100,,213.4447674
AS,Asia,JPN,Japan,1974,All,Age40_44,[40-44],20363,100,,253.9977548
AS,Asia,JPN,Japan,1974,Female,Age40_44,[40-44],6988,100,,174.5254745
AS,Asia,JPN,Japan,1974,Male,Age40_44,[40-44],13375,100,,333.2918016
AS,Asia,JPN,Japan,1974,All,Age45_49,[45-49],25490,100,,360.4355204
AS,Asia,JPN,Japan,1974,Female,Age45_49,[45-49],9439,100,,263.1446892
AS,Asia,JPN,Japan,1974,Male,Age45_49,[45-49],16051,100,,460.5738881
AS,Asia,JPN,Japan,1974,All,Age50_54,[50-54],28912,100,,522.1600145
AS,Asia,JPN,Japan,1974,Female,Age50_54,[50-54],12344,100,,399.6115248
AS,Asia,JPN,Japan,1974,Male,Age50_54,[50-54],16568,100,,676.7973856
AS,Asia,JPN,Japan,1974,All,Age55_59,[55-59],37866,100,,844.6575954
AS,Asia,JPN,Japan,1974,Female,Age55_59,[55-59],15496,100,,626.1010101
AS,Asia,JPN,Japan,1974,Male,Age55_59,[55-59],22370,100,,1114.043825
AS,Asia,JPN,Japan,1974,All,Age60_64,[60-64],57671,100,,1386.988937
AS,Asia,JPN,Japan,1974,Female,Age60_64,[60-64],22955,100,,1011.679154
AS,Asia,JPN,Japan,1974,Male,Age60_64,[60-64],34716,100,,1837.797777
AS,Asia,JPN,Japan,1974,All,Age65_69,[65-69],77561,100,,2370.44621
AS,Asia,JPN,Japan,1974,Female,Age65_69,[65-69],30916,100,,1745.680407
AS,Asia,JPN,Japan,1974,Male,Age65_69,[65-69],46645,100,,3107.594937
AS,Asia,JPN,Japan,1974,All,Age70_74,[70-74],102473,100,,4103.844614
AS,Asia,JPN,Japan,1974,Female,Age70_74,[70-74],44040,100,,3188.993483
AS,Asia,JPN,Japan,1974,Male,Age70_74,[70-74],58433,100,,5235.9319
AS,Asia,JPN,Japan,1974,All,Age75_79,[75-79],110174,100,,7163.459038
AS,Asia,JPN,Japan,1974,Female,Age75_79,[75-79],53466,100,,5987.234043
AS,Asia,JPN,Japan,1974,Male,Age75_79,[75-79],56708,100,,8791.937985
AS,Asia,JPN,Japan,1974,All,Age80_84,[80-84],90994,100,,12004.48549
AS,Asia,JPN,Japan,1974,Female,Age80_84,[80-84],50657,100,,10732.41525
AS,Asia,JPN,Japan,1974,Male,Age80_84,[80-84],40337,100,,14103.84615
AS,Asia,JPN,Japan,1974,All,Age85_over,[85+],78345,100,,21289.40217
AS,Asia,JPN,Japan,1974,Female,Age85_over,[85+],51625,100,,20405.13834
AS,Asia,JPN,Japan,1974,Male,Age85_over,[85+],26720,100,,23234.78261
AS,Asia,JPN,Japan,1975,All,Age_all,[All],702275,100,701.8617773,631.1183045
AS,Asia,JPN,Japan,1975,Male,Age_all,[All],377827,100,864.558956,689.9651755
AS,Asia,JPN,Japan,1975,Female,Age_all,[All],324448,100,574.6413416,574.097929
AS,Asia,JPN,Japan,1975,All,Age00,[0],19103,100,,1008.81918
AS,Asia,JPN,Japan,1975,Female,Age00,[0],8128,100,,876.9014996
AS,Asia,JPN,Japan,1975,Male,Age00,[0],10975,100,,1135.305679
AS,Asia,JPN,Japan,1975,All,Age01_04,[1-4],6781,100,,84.69051306
AS,Asia,JPN,Japan,1975,Female,Age01_04,[1-4],2852,100,,72.91693299
AS,Asia,JPN,Japan,1975,Male,Age01_04,[1-4],3929,100,,95.93456233
AS,Asia,JPN,Japan,1975,All,Age05_09,[5-9],3205,100,,36.01933019
AS,Asia,JPN,Japan,1975,Female,Age05_09,[5-9],1170,100,,26.94424614
AS,Asia,JPN,Japan,1975,Male,Age05_09,[5-9],2035,100,,44.66931536
AS,Asia,JPN,Japan,1975,All,Age10_14,[10-14],2045,100,,24.90409791
AS,Asia,JPN,Japan,1975,Female,Age10_14,[10-14],783,100,,19.5062405
AS,Asia,JPN,Japan,1975,Male,Age10_14,[10-14],1262,100,,30.06623148
AS,Asia,JPN,Japan,1975,All,Age15_19,[15-19],4750,100,,60.48874909
AS,Asia,JPN,Japan,1975,Female,Age15_19,[15-19],1280,100,,33.30557868
AS,Asia,JPN,Japan,1975,Male,Age15_19,[15-19],3470,100,,86.54445692
AS,Asia,JPN,Japan,1975,All,Age20_24,[20-24],7336,100,,81.26730918
AS,Asia,JPN,Japan,1975,Female,Age20_24,[20-24],2486,100,,55.40697156
AS,Asia,JPN,Japan,1975,Male,Age20_24,[20-24],4850,100,,106.823488
AS,Asia,JPN,Japan,1975,All,Age25_29,[25-29],8864,100,,82.02015342
AS,Asia,JPN,Japan,1975,Female,Age25_29,[25-29],3284,100,,61.42106346
AS,Asia,JPN,Japan,1975,Male,Age25_29,[25-29],5580,100,,102.1903157
AS,Asia,JPN,Japan,1975,All,Age30_34,[30-34],9787,100,,106.2084233
AS,Asia,JPN,Japan,1975,Female,Age30_34,[30-34],3704,100,,80.29307841
AS,Asia,JPN,Japan,1975,Male,Age30_34,[30-34],6083,100,,132.1874049
AS,Asia,JPN,Japan,1975,All,Age35_39,[35-39],12810,100,,152.907754
AS,Asia,JPN,Japan,1975,Female,Age35_39,[35-39],4673,100,,111.5807068
AS,Asia,JPN,Japan,1975,Male,Age35_39,[35-39],8137,100,,194.2190185
AS,Asia,JPN,Japan,1975,All,Age40_44,[40-44],19787,100,,241.90078
AS,Asia,JPN,Japan,1975,Female,Age40_44,[40-44],6816,100,,167.4322631
AS,Asia,JPN,Japan,1975,Male,Age40_44,[40-44],12971,100,,315.6805958
AS,Asia,JPN,Japan,1975,All,Age45_49,[45-49],26002,100,,355.0342718
AS,Asia,JPN,Japan,1975,Female,Age45_49,[45-49],9306,100,,252.688172
AS,Asia,JPN,Japan,1975,Male,Age45_49,[45-49],16696,100,,458.5553419
AS,Asia,JPN,Japan,1975,All,Age50_54,[50-54],29358,100,,508.5309453
AS,Asia,JPN,Japan,1975,Female,Age50_54,[50-54],12367,100,,391.6458182
AS,Asia,JPN,Japan,1975,Male,Age50_54,[50-54],16991,100,,649.6520609
AS,Asia,JPN,Japan,1975,All,Age55_59,[55-59],37320,100,,807.1632494
AS,Asia,JPN,Japan,1975,Female,Age55_59,[55-59],15294,100,,593.319626
AS,Asia,JPN,Japan,1975,Male,Age55_59,[55-59],22026,100,,1076.592209
AS,Asia,JPN,Japan,1975,All,Age60_64,[60-64],55304,100,,1299.985896
AS,Asia,JPN,Japan,1975,Female,Age60_64,[60-64],22188,100,,946.4255247
AS,Asia,JPN,Japan,1975,Male,Age60_64,[60-64],33116,100,,1734.003561
AS,Asia,JPN,Japan,1975,All,Age65_69,[65-69],76624,100,,2215.398849
AS,Asia,JPN,Japan,1975,Female,Age65_69,[65-69],30512,100,,1615.331675
AS,Asia,JPN,Japan,1975,Male,Age65_69,[65-69],46112,100,,2937.44426
AS,Asia,JPN,Japan,1975,All,Age70_74,[70-74],100941,100,,3975.307183
AS,Asia,JPN,Japan,1975,Female,Age70_74,[70-74],43244,100,,3075.894445
AS,Asia,JPN,Japan,1975,Male,Age70_74,[70-74],57697,100,,5091.061502
AS,Asia,JPN,Japan,1975,All,Age75_79,[75-79],109869,100,,6760.337189
AS,Asia,JPN,Japan,1975,Female,Age75_79,[75-79],53135,100,,5658.076882
AS,Asia,JPN,Japan,1975,Male,Age75_79,[75-79],56734,100,,8269.056989
AS,Asia,JPN,Japan,1975,All,Age80_84,[80-84],92528,100,,11441.5729
AS,Asia,JPN,Japan,1975,Female,Age80_84,[80-84],51149,100,,10244.1418
AS,Asia,JPN,Japan,1975,Male,Age80_84,[80-84],41379,100,,13373.94958
AS,Asia,JPN,Japan,1975,All,Age85_over,[85+],79423,100,,19915.49649
AS,Asia,JPN,Japan,1975,Female,Age85_over,[85+],52022,100,,18910.21447
AS,Asia,JPN,Japan,1975,Male,Age85_over,[85+],27401,100,,22151.17219
AS,Asia,JPN,Japan,1976,All,Age_all,[All],703270,100,684.0103189,625.5737413
AS,Asia,JPN,Japan,1976,Male,Age_all,[All],378630,100,845.0121109,684.2628402
AS,Asia,JPN,Japan,1976,Female,Age_all,[All],324640,100,558.3185706,568.6858424
AS,Asia,JPN,Japan,1976,All,Age00,[0],17105,100,,931.6448802
AS,Asia,JPN,Japan,1976,Female,Age00,[0],7262,100,,815.0392817
AS,Asia,JPN,Japan,1976,Male,Age00,[0],9843,100,,1041.587302
AS,Asia,JPN,Japan,1976,All,Age01_04,[1-4],6172,100,,77.74278876
AS,Asia,JPN,Japan,1976,Female,Age01_04,[1-4],2625,100,,67.84698889
AS,Asia,JPN,Japan,1976,Male,Age01_04,[1-4],3547,100,,87.14987715
AS,Asia,JPN,Japan,1976,All,Age05_09,[5-9],3121,100,,33.19506488
AS,Asia,JPN,Japan,1976,Female,Age05_09,[5-9],1224,100,,26.65505227
AS,Asia,JPN,Japan,1976,Male,Age05_09,[5-9],1897,100,,39.43866944
AS,Asia,JPN,Japan,1976,All,Age10_14,[10-14],1911,100,,23.62175525
AS,Asia,JPN,Japan,1976,Female,Age10_14,[10-14],709,100,,17.85444472
AS,Asia,JPN,Japan,1976,Male,Age10_14,[10-14],1202,100,,29.18184025
AS,Asia,JPN,Japan,1976,All,Age15_19,[15-19],4451,100,,56.85998978
AS,Asia,JPN,Japan,1976,Female,Age15_19,[15-19],1173,100,,30.68270991
AS,Asia,JPN,Japan,1976,Male,Age15_19,[15-19],3278,100,,81.84769039
AS,Asia,JPN,Japan,1976,All,Age20_24,[20-24],6522,100,,75.97856477
AS,Asia,JPN,Japan,1976,Female,Age20_24,[20-24],2133,100,,50.21186441
AS,Asia,JPN,Japan,1976,Male,Age20_24,[20-24],4389,100,,101.2223247
AS,Asia,JPN,Japan,1976,All,Age25_29,[25-29],8872,100,,78.16051449
AS,Asia,JPN,Japan,1976,Female,Age25_29,[25-29],3280,100,,58.21796237
AS,Asia,JPN,Japan,1976,Male,Age25_29,[25-29],5592,100,,97.81353857
AS,Asia,JPN,Japan,1976,All,Age30_34,[30-34],8744,100,,100.0572148
AS,Asia,JPN,Japan,1976,Female,Age30_34,[30-34],3279,100,,75.06868132
AS,Asia,JPN,Japan,1976,Male,Age30_34,[30-34],5465,100,,125.0285976
AS,Asia,JPN,Japan,1976,All,Age35_39,[35-39],12174,100,,142.4192794
AS,Asia,JPN,Japan,1976,Female,Age35_39,[35-39],4400,100,,103.0927835
AS,Asia,JPN,Japan,1976,Male,Age35_39,[35-39],7774,100,,181.635514
AS,Asia,JPN,Japan,1976,All,Age40_44,[40-44],19263,100,,231.3873874
AS,Asia,JPN,Japan,1976,Female,Age40_44,[40-44],6512,100,,156.6891242
AS,Asia,JPN,Japan,1976,Male,Age40_44,[40-44],12751,100,,305.8527225
AS,Asia,JPN,Japan,1976,All,Age45_49,[45-49],26129,100,,349.6921842
AS,Asia,JPN,Japan,1976,Female,Age45_49,[45-49],9080,100,,242.9106474
AS,Asia,JPN,Japan,1976,Male,Age45_49,[45-49],17049,100,,456.5881093
AS,Asia,JPN,Japan,1976,All,Age50_54,[50-54],30158,100,,491.1726384
AS,Asia,JPN,Japan,1976,Female,Age50_54,[50-54],12095,100,,367.7409547
AS,Asia,JPN,Japan,1976,Male,Age50_54,[50-54],18063,100,,633.5671694
AS,Asia,JPN,Japan,1976,All,Age55_59,[55-59],36364,100,,775.0213129
AS,Asia,JPN,Japan,1976,Female,Age55_59,[55-59],15047,100,,569.7463082
AS,Asia,JPN,Japan,1976,Male,Age55_59,[55-59],21317,100,,1039.34666
AS,Asia,JPN,Japan,1976,All,Age60_64,[60-64],54046,100,,1251.35448
AS,Asia,JPN,Japan,1976,Female,Age60_64,[60-64],21496,100,,902.0562316
AS,Asia,JPN,Japan,1976,Male,Age60_64,[60-64],32550,100,,1681.301653
AS,Asia,JPN,Japan,1976,All,Age65_69,[65-69],77110,100,,2130.110497
AS,Asia,JPN,Japan,1976,Female,Age65_69,[65-69],31056,100,,1556.691729
AS,Asia,JPN,Japan,1976,Male,Age65_69,[65-69],46054,100,,2834.092308
AS,Asia,JPN,Japan,1976,All,Age70_74,[70-74],98680,100,,3872.841444
AS,Asia,JPN,Japan,1976,Female,Age70_74,[70-74],42170,100,,2969.71831
AS,Asia,JPN,Japan,1976,Male,Age70_74,[70-74],56510,100,,5009.751773
AS,Asia,JPN,Japan,1976,All,Age75_79,[75-79],112726,100,,6557.649796
AS,Asia,JPN,Japan,1976,Female,Age75_79,[75-79],54161,100,,5459.778226
AS,Asia,JPN,Japan,1976,Male,Age75_79,[75-79],58565,100,,8055.708391
AS,Asia,JPN,Japan,1976,All,Age80_84,[80-84],96326,100,,11279.3911
AS,Asia,JPN,Japan,1976,Female,Age80_84,[80-84],52762,100,,10049.90476
AS,Asia,JPN,Japan,1976,Male,Age80_84,[80-84],43564,100,,13241.33739
AS,Asia,JPN,Japan,1976,All,Age85_over,[85+],83040,100,,20106.53753
AS,Asia,JPN,Japan,1976,Female,Age85_over,[85+],54135,100,,19128.97527
AS,Asia,JPN,Japan,1976,Male,Age85_over,[85+],28905,100,,22234.61539
AS,Asia,JPN,Japan,1977,All,Age_all,[All],690074,100,646.4264288,608.0000705
AS,Asia,JPN,Japan,1977,Male,Age_all,[All],372175,100,801.1626047,666.263874
AS,Asia,JPN,Japan,1977,Female,Age_all,[All],317899,100,525.3771539,551.5345513
AS,Asia,JPN,Japan,1977,All,Age00,[0],15666,100,,893.1584949
AS,Asia,JPN,Japan,1977,Female,Age00,[0],6678,100,,783.8028169
AS,Asia,JPN,Japan,1977,Male,Age00,[0],8988,100,,996.4523282
AS,Asia,JPN,Japan,1977,All,Age01_04,[1-4],5701,100,,73.2117632
AS,Asia,JPN,Japan,1977,Female,Age01_04,[1-4],2442,100,,64.39873418
AS,Asia,JPN,Japan,1977,Male,Age01_04,[1-4],3259,100,,81.57697121
AS,Asia,JPN,Japan,1977,All,Age05_09,[5-9],3097,100,,32.36492842
AS,Asia,JPN,Japan,1977,Female,Age05_09,[5-9],1207,100,,25.90684696
AS,Asia,JPN,Japan,1977,Male,Age05_09,[5-9],1890,100,,38.49287169
AS,Asia,JPN,Japan,1977,All,Age10_14,[10-14],1770,100,,21.18745511
AS,Asia,JPN,Japan,1977,Female,Age10_14,[10-14],671,100,,16.45414419
AS,Asia,JPN,Japan,1977,Male,Age10_14,[10-14],1099,100,,25.70159027
AS,Asia,JPN,Japan,1977,All,Age15_19,[15-19],4123,100,,52.15686275
AS,Asia,JPN,Japan,1977,Female,Age15_19,[15-19],1112,100,,28.72642728
AS,Asia,JPN,Japan,1977,Male,Age15_19,[15-19],3011,100,,74.64055528
AS,Asia,JPN,Japan,1977,All,Age20_24,[20-24],5829,100,,71.01608187
AS,Asia,JPN,Japan,1977,Female,Age20_24,[20-24],1809,100,,44.47996066
AS,Asia,JPN,Japan,1977,Male,Age20_24,[20-24],4020,100,,97.07800048
AS,Asia,JPN,Japan,1977,All,Age25_29,[25-29],8363,100,,77.00736648
AS,Asia,JPN,Japan,1977,Female,Age25_29,[25-29],2978,100,,55.02586844
AS,Asia,JPN,Japan,1977,Male,Age25_29,[25-29],5385,100,,98.84361234
AS,Asia,JPN,Japan,1977,All,Age30_34,[30-34],8391,100,,92.42207292
AS,Asia,JPN,Japan,1977,Female,Age30_34,[30-34],3135,100,,69.20529801
AS,Asia,JPN,Japan,1977,Male,Age30_34,[30-34],5256,100,,115.5418773
AS,Asia,JPN,Japan,1977,All,Age35_39,[35-39],11930,100,,136.358441
AS,Asia,JPN,Japan,1977,Female,Age35_39,[35-39],4287,100,,97.94379712
AS,Asia,JPN,Japan,1977,Male,Age35_39,[35-39],7643,100,,174.8170174
AS,Asia,JPN,Japan,1977,All,Age40_44,[40-44],18246,100,,217.5509717
AS,Asia,JPN,Japan,1977,Female,Age40_44,[40-44],6119,100,,146.1079274
AS,Asia,JPN,Japan,1977,Male,Age40_44,[40-44],12127,100,,288.8068588
AS,Asia,JPN,Japan,1977,All,Age45_49,[45-49],26358,100,,342.9352069
AS,Asia,JPN,Japan,1977,Female,Age45_49,[45-49],8868,100,,230.6971904
AS,Asia,JPN,Japan,1977,Male,Age45_49,[45-49],17490,100,,455.2316502
AS,Asia,JPN,Japan,1977,All,Age50_54,[50-54],31157,100,,484.6321356
AS,Asia,JPN,Japan,1977,Female,Age50_54,[50-54],11959,100,,354.4457617
AS,Asia,JPN,Japan,1977,Male,Age50_54,[50-54],19198,100,,628.4124386
AS,Asia,JPN,Japan,1977,All,Age55_59,[55-59],35275,100,,725.3752828
AS,Asia,JPN,Japan,1977,Female,Age55_59,[55-59],14612,100,,530.573711
AS,Asia,JPN,Japan,1977,Male,Age55_59,[55-59],20663,100,,979.7534377
AS,Asia,JPN,Japan,1977,All,Age60_64,[60-64],52316,100,,1204.882543
AS,Asia,JPN,Japan,1977,Female,Age60_64,[60-64],20930,100,,872.0833333
AS,Asia,JPN,Japan,1977,Male,Age60_64,[60-64],31386,100,,1616.168898
AS,Asia,JPN,Japan,1977,All,Age65_69,[65-69],75707,100,,2042.82245
AS,Asia,JPN,Japan,1977,Female,Age65_69,[65-69],30862,100,,1506.198145
AS,Asia,JPN,Japan,1977,Male,Age65_69,[65-69],44845,100,,2706.397103
AS,Asia,JPN,Japan,1977,All,Age70_74,[70-74],95408,100,,3582.726249
AS,Asia,JPN,Japan,1977,Female,Age70_74,[70-74],40583,100,,2740.243079
AS,Asia,JPN,Japan,1977,Male,Age70_74,[70-74],54825,100,,4638.324873
AS,Asia,JPN,Japan,1977,All,Age75_79,[75-79],112893,100,,6209.735974
AS,Asia,JPN,Japan,1977,Female,Age75_79,[75-79],54073,100,,5120.549242
AS,Asia,JPN,Japan,1977,Male,Age75_79,[75-79],58820,100,,7719.160105
AS,Asia,JPN,Japan,1977,All,Age80_84,[80-84],95623,100,,10484.97807
AS,Asia,JPN,Japan,1977,Female,Age80_84,[80-84],52231,100,,9260.815603
AS,Asia,JPN,Japan,1977,Male,Age80_84,[80-84],43392,100,,12468.96552
AS,Asia,JPN,Japan,1977,All,Age85_over,[85+],81897,100,,18957.63889
AS,Asia,JPN,Japan,1977,Female,Age85_over,[85+],53285,100,,18124.14966
AS,Asia,JPN,Japan,1977,Male,Age85_over,[85+],28612,100,,20733.33333
AS,Asia,JPN,Japan,1978,All,Age_all,[All],695821,100,629.5112796,607.6455537
AS,Asia,JPN,Japan,1978,Male,Age_all,[All],375625,100,784.3442159,666.4508002
AS,Asia,JPN,Japan,1978,Female,Age_all,[All],320196,100,509.0780035,550.6474746
AS,Asia,JPN,Japan,1978,All,Age00,[0],14327,100,,840.786385
AS,Asia,JPN,Japan,1978,Female,Age00,[0],6111,100,,738.0434783
AS,Asia,JPN,Japan,1978,Male,Age00,[0],8216,100,,937.8995434
AS,Asia,JPN,Japan,1978,All,Age01_04,[1-4],5282,100,,70.5960973
AS,Asia,JPN,Japan,1978,Female,Age01_04,[1-4],2214,100,,60.82417582
AS,Asia,JPN,Japan,1978,Male,Age01_04,[1-4],3068,100,,79.85424258
AS,Asia,JPN,Japan,1978,All,Age05_09,[5-9],2975,100,,30.40989472
AS,Asia,JPN,Japan,1978,Female,Age05_09,[5-9],1054,100,,22.11498112
AS,Asia,JPN,Japan,1978,Male,Age05_09,[5-9],1921,100,,38.28981463
AS,Asia,JPN,Japan,1978,All,Age10_14,[10-14],1768,100,,20.66869301
AS,Asia,JPN,Japan,1978,Female,Age10_14,[10-14],681,100,,16.31919482
AS,Asia,JPN,Japan,1978,Male,Age10_14,[10-14],1087,100,,24.81168683
AS,Asia,JPN,Japan,1978,All,Age15_19,[15-19],4411,100,,55.40761211
AS,Asia,JPN,Japan,1978,Female,Age15_19,[15-19],1130,100,,29.0190036
AS,Asia,JPN,Japan,1978,Male,Age15_19,[15-19],3281,100,,80.67371527
AS,Asia,JPN,Japan,1978,All,Age20_24,[20-24],5392,100,,67.46746747
AS,Asia,JPN,Japan,1978,Female,Age20_24,[20-24],1670,100,,42.26778031
AS,Asia,JPN,Japan,1978,Male,Age20_24,[20-24],3722,100,,92.10591438
AS,Asia,JPN,Japan,1978,All,Age25_29,[25-29],7625,100,,74.61591154
AS,Asia,JPN,Japan,1978,Female,Age25_29,[25-29],2817,100,,55.27864992
AS,Asia,JPN,Japan,1978,Male,Age25_29,[25-29],4808,100,,93.85125903
AS,Asia,JPN,Japan,1978,All,Age30_34,[30-34],8654,100,,90.18340975
AS,Asia,JPN,Japan,1978,Female,Age30_34,[30-34],3238,100,,67.68394649
AS,Asia,JPN,Japan,1978,Male,Age30_34,[30-34],5416,100,,112.5519535
AS,Asia,JPN,Japan,1978,All,Age35_39,[35-39],11596,100,,129.4629898
AS,Asia,JPN,Japan,1978,Female,Age35_39,[35-39],4271,100,,95.31354608
AS,Asia,JPN,Japan,1978,Male,Age35_39,[35-39],7325,100,,163.6505809
AS,Asia,JPN,Japan,1978,All,Age40_44,[40-44],17778,100,,212.2746269
AS,Asia,JPN,Japan,1978,Female,Age40_44,[40-44],6005,100,,143.3858644
AS,Asia,JPN,Japan,1978,Male,Age40_44,[40-44],11773,100,,281.1798424
AS,Asia,JPN,Japan,1978,All,Age45_49,[45-49],25910,100,,330.105746
AS,Asia,JPN,Japan,1978,Female,Age45_49,[45-49],8691,100,,221.4267516
AS,Asia,JPN,Japan,1978,Male,Age45_49,[45-49],17219,100,,438.8124363
AS,Asia,JPN,Japan,1978,All,Age50_54,[50-54],31943,100,,473.7208957
AS,Asia,JPN,Japan,1978,Female,Age50_54,[50-54],11688,100,,336.5390153
AS,Asia,JPN,Japan,1978,Male,Age50_54,[50-54],20255,100,,619.4189602
AS,Asia,JPN,Japan,1978,All,Age55_59,[55-59],35801,100,,707.1104089
AS,Asia,JPN,Japan,1978,Female,Age55_59,[55-59],14741,100,,513.2660167
AS,Asia,JPN,Japan,1978,Male,Age55_59,[55-59],21060,100,,961.2049293
AS,Asia,JPN,Japan,1978,All,Age60_64,[60-64],50067,100,,1152.02485
AS,Asia,JPN,Japan,1978,Female,Age60_64,[60-64],20075,100,,831.26294
AS,Asia,JPN,Japan,1978,Male,Age60_64,[60-64],29992,100,,1553.184878
AS,Asia,JPN,Japan,1978,All,Age65_69,[65-69],74802,100,,1965.370468
AS,Asia,JPN,Japan,1978,Female,Age65_69,[65-69],30286,100,,1430.609353
AS,Asia,JPN,Japan,1978,Male,Age65_69,[65-69],44516,100,,2635.642392
AS,Asia,JPN,Japan,1978,All,Age70_74,[70-74],95497,100,,3482.749818
AS,Asia,JPN,Japan,1978,Female,Age70_74,[70-74],40797,100,,2669.960733
AS,Asia,JPN,Japan,1978,Male,Age70_74,[70-74],54700,100,,4505.766063
AS,Asia,JPN,Japan,1978,All,Age75_79,[75-79],115579,100,,6083.105263
AS,Asia,JPN,Japan,1978,Female,Age75_79,[75-79],54870,100,,4970.108696
AS,Asia,JPN,Japan,1978,Male,Age75_79,[75-79],60709,100,,7626.758794
AS,Asia,JPN,Japan,1978,All,Age80_84,[80-84],99933,100,,10228.55681
AS,Asia,JPN,Japan,1978,Female,Age80_84,[80-84],54452,100,,9045.182724
AS,Asia,JPN,Japan,1978,Male,Age80_84,[80-84],45481,100,,12128.26667
AS,Asia,JPN,Japan,1978,All,Age85_over,[85+],86150,100,,18728.26087
AS,Asia,JPN,Japan,1978,Female,Age85_over,[85+],55359,100,,17743.26923
AS,Asia,JPN,Japan,1978,Male,Age85_over,[85+],30791,100,,20804.72973
AS,Asia,JPN,Japan,1979,All,Age_all,[All],689664,100,598.8766598,593.8565319
AS,Asia,JPN,Japan,1979,Male,Age_all,[All],373183,100,749.1338048,652.6414646
AS,Asia,JPN,Japan,1979,Female,Age_all,[All],316481,100,481.7429694,536.8388556
AS,Asia,JPN,Japan,1979,All,Age00,[0],12923,100,,783.5920446
AS,Asia,JPN,Japan,1979,Female,Age00,[0],5536,100,,691.6541729
AS,Asia,JPN,Japan,1979,Male,Age00,[0],7387,100,,870.2874647
AS,Asia,JPN,Japan,1979,All,Age01_04,[1-4],4697,100,,65.09687613
AS,Asia,JPN,Japan,1979,Female,Age01_04,[1-4],1977,100,,56.34083785
AS,Asia,JPN,Japan,1979,Male,Age01_04,[1-4],2720,100,,73.38657457
AS,Asia,JPN,Japan,1979,All,Age05_09,[5-9],2767,100,,27.71378779
AS,Asia,JPN,Japan,1979,Female,Age05_09,[5-9],998,100,,20.5164049
AS,Asia,JPN,Japan,1979,Male,Age05_09,[5-9],1769,100,,34.55213094
AS,Asia,JPN,Japan,1979,All,Age10_14,[10-14],1677,100,,19.02503772
AS,Asia,JPN,Japan,1979,Female,Age10_14,[10-14],632,100,,14.70485586
AS,Asia,JPN,Japan,1979,Male,Age10_14,[10-14],1045,100,,23.13584839
AS,Asia,JPN,Japan,1979,All,Age15_19,[15-19],4227,100,,52.3954137
AS,Asia,JPN,Japan,1979,Female,Age15_19,[15-19],1070,100,,27.13394533
AS,Asia,JPN,Japan,1979,Male,Age15_19,[15-19],3157,100,,76.55003516
AS,Asia,JPN,Japan,1979,All,Age20_24,[20-24],5116,100,,63.94760197
AS,Asia,JPN,Japan,1979,Female,Age20_24,[20-24],1597,100,,40.44573889
AS,Asia,JPN,Japan,1979,Male,Age20_24,[20-24],3519,100,,86.85028876
AS,Asia,JPN,Japan,1979,All,Age25_29,[25-29],6807,100,,71.42857143
AS,Asia,JPN,Japan,1979,Female,Age25_29,[25-29],2396,100,,50.43573443
AS,Asia,JPN,Japan,1979,Male,Age25_29,[25-29],4411,100,,92.29578172
AS,Asia,JPN,Japan,1979,All,Age30_34,[30-34],8521,100,,84.13060435
AS,Asia,JPN,Japan,1979,Female,Age30_34,[30-34],3177,100,,62.98447691
AS,Asia,JPN,Japan,1979,Male,Age30_34,[30-34],5344,100,,105.1099485
AS,Asia,JPN,Japan,1979,All,Age35_39,[35-39],11563,100,,123.2203751
AS,Asia,JPN,Japan,1979,Female,Age35_39,[35-39],4260,100,,90.72129821
AS,Asia,JPN,Japan,1979,Male,Age35_39,[35-39],7303,100,,155.7707485
AS,Asia,JPN,Japan,1979,All,Age40_44,[40-44],16708,100,,201.0517069
AS,Asia,JPN,Japan,1979,Female,Age40_44,[40-44],5827,100,,140.1361199
AS,Asia,JPN,Japan,1979,Male,Age40_44,[40-44],10881,100,,262.053851
AS,Asia,JPN,Japan,1979,All,Age45_49,[45-49],26378,100,,330.4561342
AS,Asia,JPN,Japan,1979,Female,Age45_49,[45-49],8727,100,,218.6943992
AS,Asia,JPN,Japan,1979,Male,Age45_49,[45-49],17651,100,,442.181472
AS,Asia,JPN,Japan,1979,All,Age50_54,[50-54],32927,100,,467.5271199
AS,Asia,JPN,Japan,1979,Female,Age50_54,[50-54],11656,100,,324.896867
AS,Asia,JPN,Japan,1979,Male,Age50_54,[50-54],21271,100,,615.6228294
AS,Asia,JPN,Japan,1979,All,Age55_59,[55-59],36552,100,,677.4534334
AS,Asia,JPN,Japan,1979,Female,Age55_59,[55-59],14817,100,,489.4298738
AS,Asia,JPN,Japan,1979,Male,Age55_59,[55-59],21735,100,,917.8244162
AS,Asia,JPN,Japan,1979,All,Age60_64,[60-64],47837,100,,1107.2867
AS,Asia,JPN,Japan,1979,Female,Age60_64,[60-64],19172,100,,794.8919939
AS,Asia,JPN,Japan,1979,Male,Age60_64,[60-64],28665,100,,1502.122308
AS,Asia,JPN,Japan,1979,All,Age65_69,[65-69],72266,100,,1845.309228
AS,Asia,JPN,Japan,1979,Female,Age65_69,[65-69],29161,100,,1334.782808
