Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
AS,Asia,JPN,Japan,1960,All,Age_all,[All],706599,100,1048.15554,756.3801603
AS,Asia,JPN,Japan,1960,Male,Age_all,[All],377526,100,1249.502493,822.8983208
AS,Asia,JPN,Japan,1960,Female,Age_all,[All],329073,100,889.2598587,692.1892518
AS,Asia,JPN,Japan,1960,All,Age00,[0],49293,100,,3125.943307
AS,Asia,JPN,Japan,1960,Female,Age00,[0],21579,100,,2805.746977
AS,Asia,JPN,Japan,1960,Male,Age00,[0],27714,100,,3430.799703
AS,Asia,JPN,Japan,1960,All,Age01_04,[1-4],15399,100,,245.6960511
AS,Asia,JPN,Japan,1960,Female,Age01_04,[1-4],6886,100,,224.8269557
AS,Asia,JPN,Japan,1960,Male,Age01_04,[1-4],8513,100,,265.6410897
AS,Asia,JPN,Japan,1960,All,Age05_09,[5-9],8209,100,,89.18366904
AS,Asia,JPN,Japan,1960,Female,Age05_09,[5-9],3422,100,,76.00559714
AS,Asia,JPN,Japan,1960,Male,Age05_09,[5-9],4787,100,,101.8012462
AS,Asia,JPN,Japan,1960,All,Age10_14,[10-14],5545,100,,50.32856521
AS,Asia,JPN,Japan,1960,Female,Age10_14,[10-14],2282,100,,42.28196624
AS,Asia,JPN,Japan,1960,Male,Age10_14,[10-14],3263,100,,58.05533316
AS,Asia,JPN,Japan,1960,All,Age15_19,[15-19],9829,100,,105.5905292
AS,Asia,JPN,Japan,1960,Female,Age15_19,[15-19],3661,100,,79.05761424
AS,Asia,JPN,Japan,1960,Male,Age15_19,[15-19],6168,100,,131.8568558
AS,Asia,JPN,Japan,1960,All,Age20_24,[20-24],14537,100,,174.755064
AS,Asia,JPN,Japan,1960,Female,Age20_24,[20-24],5709,100,,136.1490032
AS,Asia,JPN,Japan,1960,Male,Age20_24,[20-24],8828,100,,213.9965578
AS,Asia,JPN,Japan,1960,All,Age25_29,[25-29],15735,100,,191.670524
AS,Asia,JPN,Japan,1960,Female,Age25_29,[25-29],6379,100,,155.0295283
AS,Asia,JPN,Japan,1960,Male,Age25_29,[25-29],9356,100,,228.4904877
AS,Asia,JPN,Japan,1960,All,Age30_34,[30-34],15575,100,,207.1749714
AS,Asia,JPN,Japan,1960,Female,Age30_34,[30-34],6755,100,,179.1349545
AS,Asia,JPN,Japan,1960,Male,Age30_34,[30-34],8820,100,,235.3945929
AS,Asia,JPN,Japan,1960,All,Age35_39,[35-39],15518,100,,257.005631
AS,Asia,JPN,Japan,1960,Female,Age35_39,[35-39],7369,100,,225.0213754
AS,Asia,JPN,Japan,1960,Male,Age35_39,[35-39],8149,100,,294.9116966
AS,Asia,JPN,Japan,1960,All,Age40_44,[40-44],17427,100,,347.2136439
AS,Asia,JPN,Japan,1960,Female,Age40_44,[40-44],8129,100,,296.1600117
AS,Asia,JPN,Japan,1960,Male,Age40_44,[40-44],9298,100,,408.8290903
AS,Asia,JPN,Japan,1960,All,Age45_49,[45-49],25676,100,,533.0731221
AS,Asia,JPN,Japan,1960,Female,Age45_49,[45-49],11511,100,,449.683569
AS,Asia,JPN,Japan,1960,Male,Age45_49,[45-49],14165,100,,627.6586317
AS,Asia,JPN,Japan,1960,All,Age50_54,[50-54],35175,100,,837.2209264
AS,Asia,JPN,Japan,1960,Female,Age50_54,[50-54],14327,100,,663.0721525
AS,Asia,JPN,Japan,1960,Male,Age50_54,[50-54],20848,100,,1021.610232
AS,Asia,JPN,Japan,1960,All,Age55_59,[55-59],48623,100,,1335.356476
AS,Asia,JPN,Japan,1960,Female,Age55_59,[55-59],18466,100,,1004.132681
AS,Asia,JPN,Japan,1960,Male,Age55_59,[55-59],30157,100,,1673.343691
AS,Asia,JPN,Japan,1960,All,Age60_64,[60-64],61896,100,,2111.338518
AS,Asia,JPN,Japan,1960,Female,Age60_64,[60-64],23697,100,,1586.144578
AS,Asia,JPN,Japan,1960,Male,Age60_64,[60-64],38199,100,,2657.136895
AS,Asia,JPN,Japan,1960,All,Age65_69,[65-69],74289,100,,3438.668765
AS,Asia,JPN,Japan,1960,Female,Age65_69,[65-69],30218,100,,2666.137286
AS,Asia,JPN,Japan,1960,Male,Age65_69,[65-69],44071,100,,4291.236612
AS,Asia,JPN,Japan,1960,All,Age70_74,[70-74],89301,100,,5710.512853
AS,Asia,JPN,Japan,1960,Female,Age70_74,[70-74],40877,100,,4697.425879
AS,Asia,JPN,Japan,1960,Male,Age70_74,[70-74],48424,100,,6981.545559
AS,Asia,JPN,Japan,1960,All,Age75_79,[75-79],90324,100,,9460.982508
AS,Asia,JPN,Japan,1960,Female,Age75_79,[75-79],47574,100,,8230.795848
AS,Asia,JPN,Japan,1960,Male,Age75_79,[75-79],42750,100,,11348.55323
AS,Asia,JPN,Japan,1960,All,Age80_84,[80-84],70775,100,,14656.24353
AS,Asia,JPN,Japan,1960,Female,Age80_84,[80-84],41413,100,,13197.2594
AS,Asia,JPN,Japan,1960,Male,Age80_84,[80-84],29362,100,,17363.69012
AS,Asia,JPN,Japan,1960,All,Age85_over,[85+],43451,100,,23112.23404
AS,Asia,JPN,Japan,1960,Female,Age85_over,[85+],28814,100,,21911.78707
AS,Asia,JPN,Japan,1960,Male,Age85_over,[85+],14637,100,,25906.19469
AS,Asia,JPN,Japan,1961,All,Age_all,[All],695644,100,1008.084488,737.8098319
AS,Asia,JPN,Japan,1961,Male,Age_all,[All],371858,100,1214.035616,803.0796476
AS,Asia,JPN,Japan,1961,Female,Age_all,[All],323786,100,850.5329338,674.8212834
AS,Asia,JPN,Japan,1961,All,Age00,[0],45465,100,,2920.038536
AS,Asia,JPN,Japan,1961,Female,Age00,[0],19572,100,,2582.058048
AS,Asia,JPN,Japan,1961,Male,Age00,[0],25893,100,,3240.675845
AS,Asia,JPN,Japan,1961,All,Age01_04,[1-4],13283,100,,213.3472535
AS,Asia,JPN,Japan,1961,Female,Age01_04,[1-4],5922,100,,193.6559843
AS,Asia,JPN,Japan,1961,Male,Age01_04,[1-4],7361,100,,232.354798
AS,Asia,JPN,Japan,1961,All,Age05_09,[5-9],7113,100,,81.27285192
AS,Asia,JPN,Japan,1961,Female,Age05_09,[5-9],2806,100,,65.53012611
AS,Asia,JPN,Japan,1961,Male,Age05_09,[5-9],4307,100,,96.35346756
AS,Asia,JPN,Japan,1961,All,Age10_14,[10-14],5624,100,,48.8915935
AS,Asia,JPN,Japan,1961,Female,Age10_14,[10-14],2210,100,,39.05973842
AS,Asia,JPN,Japan,1961,Male,Age10_14,[10-14],3414,100,,58.40889649
AS,Asia,JPN,Japan,1961,All,Age15_19,[15-19],9119,100,,102.9000226
AS,Asia,JPN,Japan,1961,Female,Age15_19,[15-19],3269,100,,74.85688115
AS,Asia,JPN,Japan,1961,Male,Age15_19,[15-19],5850,100,,130.1446051
AS,Asia,JPN,Japan,1961,All,Age20_24,[20-24],13582,100,,159.9576022
AS,Asia,JPN,Japan,1961,Female,Age20_24,[20-24],5102,100,,118.9000233
AS,Asia,JPN,Japan,1961,Male,Age20_24,[20-24],8480,100,,201.9047619
AS,Asia,JPN,Japan,1961,All,Age25_29,[25-29],14731,100,,178.319816
AS,Asia,JPN,Japan,1961,Female,Age25_29,[25-29],5885,100,,141.9782871
AS,Asia,JPN,Japan,1961,Male,Age25_29,[25-29],8846,100,,214.9173955
AS,Asia,JPN,Japan,1961,All,Age30_34,[30-34],15301,100,,199.3355915
AS,Asia,JPN,Japan,1961,Female,Age30_34,[30-34],6533,100,,170.9314495
AS,Asia,JPN,Japan,1961,Male,Age30_34,[30-34],8768,100,,227.5038921
AS,Asia,JPN,Japan,1961,All,Age35_39,[35-39],15486,100,,242.499217
AS,Asia,JPN,Japan,1961,Female,Age35_39,[35-39],7063,100,,207.9799764
AS,Asia,JPN,Japan,1961,Male,Age35_39,[35-39],8423,100,,281.7056856
AS,Asia,JPN,Japan,1961,All,Age40_44,[40-44],17018,100,,333.751716
AS,Asia,JPN,Japan,1961,Female,Age40_44,[40-44],7963,100,,283.683648
AS,Asia,JPN,Japan,1961,Male,Age40_44,[40-44],9055,100,,395.069808
AS,Asia,JPN,Japan,1961,All,Age45_49,[45-49],24652,100,,507.660626
AS,Asia,JPN,Japan,1961,Female,Age45_49,[45-49],10769,100,,414.9903661
AS,Asia,JPN,Japan,1961,Male,Age45_49,[45-49],13883,100,,614.020345
AS,Asia,JPN,Japan,1961,All,Age50_54,[50-54],34847,100,,795.957058
AS,Asia,JPN,Japan,1961,Female,Age50_54,[50-54],14464,100,,637.1806167
AS,Asia,JPN,Japan,1961,Male,Age50_54,[50-54],20383,100,,966.9354839
AS,Asia,JPN,Japan,1961,All,Age55_59,[55-59],47572,100,,1314.50677
AS,Asia,JPN,Japan,1961,Female,Age55_59,[55-59],18079,100,,985.2316076
AS,Asia,JPN,Japan,1961,Male,Age55_59,[55-59],29493,100,,1653.195067
AS,Asia,JPN,Japan,1961,All,Age60_64,[60-64],61427,100,,2004.143556
AS,Asia,JPN,Japan,1961,Female,Age60_64,[60-64],23423,100,,1500.512492
AS,Asia,JPN,Japan,1961,Male,Age60_64,[60-64],38004,100,,2526.861702
AS,Asia,JPN,Japan,1961,All,Age65_69,[65-69],74576,100,,3288.183422
AS,Asia,JPN,Japan,1961,Female,Age65_69,[65-69],30387,100,,2540.719064
AS,Asia,JPN,Japan,1961,Male,Age65_69,[65-69],44189,100,,4122.108209
AS,Asia,JPN,Japan,1961,All,Age70_74,[70-74],88498,100,,5479.752322
AS,Asia,JPN,Japan,1961,Female,Age70_74,[70-74],40312,100,,4524.354658
AS,Asia,JPN,Japan,1961,Male,Age70_74,[70-74],48186,100,,6655.524862
AS,Asia,JPN,Japan,1961,All,Age75_79,[75-79],88647,100,,9195.746888
AS,Asia,JPN,Japan,1961,Female,Age75_79,[75-79],46734,100,,8127.652174
AS,Asia,JPN,Japan,1961,Male,Age75_79,[75-79],41913,100,,10774.55013
AS,Asia,JPN,Japan,1961,All,Age80_84,[80-84],72126,100,,14512.27364
AS,Asia,JPN,Japan,1961,Female,Age80_84,[80-84],42454,100,,13225.54517
AS,Asia,JPN,Japan,1961,Male,Age80_84,[80-84],29672,100,,16859.09091
AS,Asia,JPN,Japan,1961,All,Age85_over,[85+],46542,100,,22375.96154
AS,Asia,JPN,Japan,1961,Female,Age85_over,[85+],30834,100,,20419.86755
AS,Asia,JPN,Japan,1961,Male,Age85_over,[85+],15708,100,,27557.89474
AS,Asia,JPN,Japan,1962,All,Age_all,[All],710265,100,1016.2156,746.2491332
AS,Asia,JPN,Japan,1962,Male,Age_all,[All],380826,100,1235.289459,814.7056307
AS,Asia,JPN,Japan,1962,Female,Age_all,[All],329439,100,850.8376125,680.1812776
AS,Asia,JPN,Japan,1962,All,Age00,[0],42797,100,,2705.246523
AS,Asia,JPN,Japan,1962,Female,Age00,[0],18638,100,,2420.519481
AS,Asia,JPN,Japan,1962,Male,Age00,[0],24159,100,,2975.246305
AS,Asia,JPN,Japan,1962,All,Age01_04,[1-4],11698,100,,186.9287312
AS,Asia,JPN,Japan,1962,Female,Age01_04,[1-4],5170,100,,168.4587814
AS,Asia,JPN,Japan,1962,Male,Age01_04,[1-4],6528,100,,204.7036689
AS,Asia,JPN,Japan,1962,All,Age05_09,[5-9],5880,100,,70.40229885
AS,Asia,JPN,Japan,1962,Female,Age05_09,[5-9],2392,100,,58.35569651
AS,Asia,JPN,Japan,1962,Male,Age05_09,[5-9],3488,100,,82.01269692
AS,Asia,JPN,Japan,1962,All,Age10_14,[10-14],5207,100,,47.0540394
AS,Asia,JPN,Japan,1962,Female,Age10_14,[10-14],2089,100,,38.47854117
AS,Asia,JPN,Japan,1962,Male,Age10_14,[10-14],3118,100,,55.31310981
AS,Asia,JPN,Japan,1962,All,Age15_19,[15-19],7734,100,,83.66508005
AS,Asia,JPN,Japan,1962,Female,Age15_19,[15-19],2674,100,,58.76923077
AS,Asia,JPN,Japan,1962,Male,Age15_19,[15-19],5060,100,,107.7971879
AS,Asia,JPN,Japan,1962,All,Age20_24,[20-24],12515,100,,143.2741843
AS,Asia,JPN,Japan,1962,Female,Age20_24,[20-24],4713,100,,107.5290897
AS,Asia,JPN,Japan,1962,Male,Age20_24,[20-24],7802,100,,179.2738971
AS,Asia,JPN,Japan,1962,All,Age25_29,[25-29],13844,100,,167.1980676
AS,Asia,JPN,Japan,1962,Female,Age25_29,[25-29],5538,100,,132.7739151
AS,Asia,JPN,Japan,1962,Male,Age25_29,[25-29],8306,100,,202.1416403
AS,Asia,JPN,Japan,1962,All,Age30_34,[30-34],14853,100,,189.2101911
AS,Asia,JPN,Japan,1962,Female,Age30_34,[30-34],6195,100,,158.5615562
AS,Asia,JPN,Japan,1962,Male,Age30_34,[30-34],8658,100,,219.5790008
AS,Asia,JPN,Japan,1962,All,Age35_39,[35-39],15751,100,,235.0193972
AS,Asia,JPN,Japan,1962,Female,Age35_39,[35-39],6907,100,,197.455689
AS,Asia,JPN,Japan,1962,Male,Age35_39,[35-39],8844,100,,276.0299626
AS,Asia,JPN,Japan,1962,All,Age40_44,[40-44],16981,100,,325.9309021
AS,Asia,JPN,Japan,1962,Female,Age40_44,[40-44],7842,100,,271.0680954
AS,Asia,JPN,Japan,1962,Male,Age40_44,[40-44],9139,100,,394.4324558
AS,Asia,JPN,Japan,1962,All,Age45_49,[45-49],24207,100,,497.1657425
AS,Asia,JPN,Japan,1962,Female,Age45_49,[45-49],10600,100,,406.2859333
AS,Asia,JPN,Japan,1962,Male,Age45_49,[45-49],13607,100,,602.079646
AS,Asia,JPN,Japan,1962,All,Age50_54,[50-54],35482,100,,794.6696529
AS,Asia,JPN,Japan,1962,Female,Age50_54,[50-54],14857,100,,632.212766
AS,Asia,JPN,Japan,1962,Male,Age50_54,[50-54],20625,100,,975.177305
AS,Asia,JPN,Japan,1962,All,Age55_59,[55-59],46875,100,,1276.204737
AS,Asia,JPN,Japan,1962,Female,Age55_59,[55-59],17735,100,,955.549569
AS,Asia,JPN,Japan,1962,Male,Age55_59,[55-59],29140,100,,1603.742433
AS,Asia,JPN,Japan,1962,All,Age60_64,[60-64],64117,100,,2006.163955
AS,Asia,JPN,Japan,1962,Female,Age60_64,[60-64],24306,100,,1482.073171
AS,Asia,JPN,Japan,1962,Male,Age60_64,[60-64],39811,100,,2558.547558
AS,Asia,JPN,Japan,1962,All,Age65_69,[65-69],78014,100,,3352.55694
AS,Asia,JPN,Japan,1962,Female,Age65_69,[65-69],31252,100,,2551.183674
AS,Asia,JPN,Japan,1962,Male,Age65_69,[65-69],46762,100,,4243.375681
AS,Asia,JPN,Japan,1962,All,Age70_74,[70-74],92460,100,,5573.23689
AS,Asia,JPN,Japan,1962,Female,Age70_74,[70-74],41377,100,,4527.02407
AS,Asia,JPN,Japan,1962,Male,Age70_74,[70-74],51083,100,,6856.778524
AS,Asia,JPN,Japan,1962,All,Age75_79,[75-79],93992,100,,9542.335025
AS,Asia,JPN,Japan,1962,Female,Age75_79,[75-79],48579,100,,8304.102564
AS,Asia,JPN,Japan,1962,Male,Age75_79,[75-79],45413,100,,11353.25
AS,Asia,JPN,Japan,1962,All,Age80_84,[80-84],76658,100,,15119.92111
AS,Asia,JPN,Japan,1962,Female,Age80_84,[80-84],44624,100,,13604.87805
AS,Asia,JPN,Japan,1962,Male,Age80_84,[80-84],32034,100,,17896.08939
AS,Asia,JPN,Japan,1962,All,Age85_over,[85+],51189,100,,23698.61111
AS,Asia,JPN,Japan,1962,Female,Age85_over,[85+],33947,100,,21622.29299
AS,Asia,JPN,Japan,1962,Male,Age85_over,[85+],17242,100,,29223.72881
AS,Asia,JPN,Japan,1963,All,Age_all,[All],670770,100,937.1017739,697.5924289
AS,Asia,JPN,Japan,1963,Male,Age_all,[All],361469,100,1130.557269,765.3377091
AS,Asia,JPN,Japan,1963,Female,Age_all,[All],309301,100,783.8714177,632.1941748
AS,Asia,JPN,Japan,1963,All,Age00,[0],38442,100,,2362.753534
AS,Asia,JPN,Japan,1963,Female,Age00,[0],16679,100,,2105.934343
AS,Asia,JPN,Japan,1963,Male,Age00,[0],21763,100,,2606.347305
AS,Asia,JPN,Japan,1963,All,Age01_04,[1-4],10097,100,,161.3454778
AS,Asia,JPN,Japan,1963,Female,Age01_04,[1-4],4304,100,,140.9760891
AS,Asia,JPN,Japan,1963,Male,Age01_04,[1-4],5793,100,,180.74883
AS,Asia,JPN,Japan,1963,All,Age05_09,[5-9],5241,100,,65.09750342
AS,Asia,JPN,Japan,1963,Female,Age05_09,[5-9],1989,100,,50.53353659
AS,Asia,JPN,Japan,1963,Male,Age05_09,[5-9],3252,100,,79.02794654
AS,Asia,JPN,Japan,1963,All,Age10_14,[10-14],4327,100,,41.29210803
AS,Asia,JPN,Japan,1963,Female,Age10_14,[10-14],1601,100,,31.1781889
AS,Asia,JPN,Japan,1963,Male,Age10_14,[10-14],2726,100,,51.01047904
AS,Asia,JPN,Japan,1963,All,Age15_19,[15-19],7377,100,,74.93904917
AS,Asia,JPN,Japan,1963,Female,Age15_19,[15-19],2529,100,,52.17660409
AS,Asia,JPN,Japan,1963,Male,Age15_19,[15-19],4848,100,,97.01821093
AS,Asia,JPN,Japan,1963,All,Age20_24,[20-24],11525,100,,128.5268206
AS,Asia,JPN,Japan,1963,Female,Age20_24,[20-24],4246,100,,94.54464485
AS,Asia,JPN,Japan,1963,Male,Age20_24,[20-24],7279,100,,162.6228776
AS,Asia,JPN,Japan,1963,All,Age25_29,[25-29],12729,100,,153.1584647
AS,Asia,JPN,Japan,1963,Female,Age25_29,[25-29],4962,100,,118.3118741
AS,Asia,JPN,Japan,1963,Male,Age25_29,[25-29],7767,100,,188.6567889
AS,Asia,JPN,Japan,1963,All,Age30_34,[30-34],14102,100,,177.2944431
AS,Asia,JPN,Japan,1963,Female,Age30_34,[30-34],5587,100,,140.3416227
AS,Asia,JPN,Japan,1963,Male,Age30_34,[30-34],8515,100,,214.3216713
AS,Asia,JPN,Japan,1963,All,Age35_39,[35-39],16051,100,,228.4839858
AS,Asia,JPN,Japan,1963,Female,Age35_39,[35-39],6648,100,,185.2842809
AS,Asia,JPN,Japan,1963,Male,Age35_39,[35-39],9403,100,,273.5816119
AS,Asia,JPN,Japan,1963,All,Age40_44,[40-44],16849,100,,311.0393207
AS,Asia,JPN,Japan,1963,Female,Age40_44,[40-44],7708,100,,255.1473022
AS,Asia,JPN,Japan,1963,Male,Age40_44,[40-44],9141,100,,381.5108514
AS,Asia,JPN,Japan,1963,All,Age45_49,[45-49],23265,100,,480.4832714
AS,Asia,JPN,Japan,1963,Female,Age45_49,[45-49],10174,100,,389.2119357
AS,Asia,JPN,Japan,1963,Male,Age45_49,[45-49],13091,100,,587.567325
AS,Asia,JPN,Japan,1963,All,Age50_54,[50-54],33722,100,,740.8172232
AS,Asia,JPN,Japan,1963,Female,Age50_54,[50-54],14009,100,,582.0108018
AS,Asia,JPN,Japan,1963,Male,Age50_54,[50-54],19713,100,,919.020979
AS,Asia,JPN,Japan,1963,All,Age55_59,[55-59],45005,100,,1204.953146
AS,Asia,JPN,Japan,1963,Female,Age55_59,[55-59],17137,100,,895.8180868
AS,Asia,JPN,Japan,1963,Male,Age55_59,[55-59],27868,100,,1529.527991
AS,Asia,JPN,Japan,1963,All,Age60_64,[60-64],62310,100,,1913.110224
AS,Asia,JPN,Japan,1963,Female,Age60_64,[60-64],23241,100,,1392.510485
AS,Asia,JPN,Japan,1963,Male,Age60_64,[60-64],39069,100,,2460.264484
AS,Asia,JPN,Japan,1963,All,Age65_69,[65-69],75978,100,,3135.699546
AS,Asia,JPN,Japan,1963,Female,Age65_69,[65-69],30503,100,,2398.034591
AS,Asia,JPN,Japan,1963,Male,Age65_69,[65-69],45475,100,,3950.91225
AS,Asia,JPN,Japan,1963,All,Age70_74,[70-74],86946,100,,5221.981982
AS,Asia,JPN,Japan,1963,Female,Age70_74,[70-74],38790,100,,4216.304348
AS,Asia,JPN,Japan,1963,Male,Age70_74,[70-74],48156,100,,6463.892617
AS,Asia,JPN,Japan,1963,All,Age75_79,[75-79],87264,100,,8665.739821
AS,Asia,JPN,Japan,1963,Female,Age75_79,[75-79],44859,100,,7488.981636
AS,Asia,JPN,Japan,1963,Male,Age75_79,[75-79],42405,100,,10393.38235
AS,Asia,JPN,Japan,1963,All,Age80_84,[80-84],70865,100,,13760.19418
AS,Asia,JPN,Japan,1963,Female,Age80_84,[80-84],41728,100,,12530.93093
AS,Asia,JPN,Japan,1963,Male,Age80_84,[80-84],29137,100,,16009.34066
AS,Asia,JPN,Japan,1963,All,Age85_over,[85+],48646,100,,21429.95595
AS,Asia,JPN,Japan,1963,Female,Age85_over,[85+],32601,100,,20249.06832
AS,Asia,JPN,Japan,1963,Male,Age85_over,[85+],16045,100,,24310.60606
AS,Asia,JPN,Japan,1964,All,Age_all,[All],673067,100,917.66675,692.5483861
AS,Asia,JPN,Japan,1964,Male,Age_all,[All],363531,100,1110.710407,761.4171414
AS,Asia,JPN,Japan,1964,Female,Age_all,[All],309536,100,764.4279836,626.0461542
AS,Asia,JPN,Japan,1964,All,Age00,[0],34967,100,,2096.342926
AS,Asia,JPN,Japan,1964,Female,Age00,[0],15045,100,,1852.832512
AS,Asia,JPN,Japan,1964,Male,Age00,[0],19922,100,,2327.336449
AS,Asia,JPN,Japan,1964,All,Age01_04,[1-4],9233,100,,146.9053302
AS,Asia,JPN,Japan,1964,Female,Age01_04,[1-4],3990,100,,130.2644466
AS,Asia,JPN,Japan,1964,Male,Age01_04,[1-4],5243,100,,162.7250155
AS,Asia,JPN,Japan,1964,All,Age05_09,[5-9],4982,100,,62.78512918
AS,Asia,JPN,Japan,1964,Female,Age05_09,[5-9],1893,100,,48.78865979
AS,Asia,JPN,Japan,1964,Male,Age05_09,[5-9],3089,100,,76.17755857
AS,Asia,JPN,Japan,1964,All,Age10_14,[10-14],4028,100,,41.51293414
AS,Asia,JPN,Japan,1964,Female,Age10_14,[10-14],1544,100,,32.49842139
AS,Asia,JPN,Japan,1964,Male,Age10_14,[10-14],2484,100,,50.16155089
AS,Asia,JPN,Japan,1964,All,Age15_19,[15-19],7487,100,,72.26833977
AS,Asia,JPN,Japan,1964,Female,Age15_19,[15-19],2328,100,,45.75471698
AS,Asia,JPN,Japan,1964,Male,Age15_19,[15-19],5159,100,,97.85660091
AS,Asia,JPN,Japan,1964,All,Age20_24,[20-24],11269,100,,119.9212515
AS,Asia,JPN,Japan,1964,Female,Age20_24,[20-24],3986,100,,84.91691521
AS,Asia,JPN,Japan,1964,Male,Age20_24,[20-24],7283,100,,154.8586009
AS,Asia,JPN,Japan,1964,All,Age25_29,[25-29],11936,100,,145.4900049
AS,Asia,JPN,Japan,1964,Female,Age25_29,[25-29],4595,100,,110.9099686
AS,Asia,JPN,Japan,1964,Male,Age25_29,[25-29],7341,100,,180.7682837
AS,Asia,JPN,Japan,1964,All,Age30_34,[30-34],13527,100,,168.5187492
AS,Asia,JPN,Japan,1964,Female,Age30_34,[30-34],5340,100,,132.7367636
AS,Asia,JPN,Japan,1964,Male,Age30_34,[30-34],8187,100,,204.4705295
AS,Asia,JPN,Japan,1964,All,Age35_39,[35-39],16186,100,,222.4879725
AS,Asia,JPN,Japan,1964,Female,Age35_39,[35-39],6528,100,,177.3913044
AS,Asia,JPN,Japan,1964,Male,Age35_39,[35-39],9658,100,,268.650904
AS,Asia,JPN,Japan,1964,All,Age40_44,[40-44],17338,100,,302.7942717
AS,Asia,JPN,Japan,1964,Female,Age40_44,[40-44],7812,100,,246.7466835
AS,Asia,JPN,Japan,1964,Male,Age40_44,[40-44],9526,100,,372.109375
AS,Asia,JPN,Japan,1964,All,Age45_49,[45-49],22298,100,,467.3653322
AS,Asia,JPN,Japan,1964,Female,Age45_49,[45-49],9956,100,,383.8087895
AS,Asia,JPN,Japan,1964,Male,Age45_49,[45-49],12342,100,,566.9269637
AS,Asia,JPN,Japan,1964,All,Age50_54,[50-54],33339,100,,721.3111207
AS,Asia,JPN,Japan,1964,Female,Age50_54,[50-54],13890,100,,565.093572
AS,Asia,JPN,Japan,1964,Male,Age50_54,[50-54],19449,100,,898.7523105
AS,Asia,JPN,Japan,1964,All,Age55_59,[55-59],44988,100,,1160.980645
AS,Asia,JPN,Japan,1964,Female,Age55_59,[55-59],17016,100,,849.1017964
AS,Asia,JPN,Japan,1964,Male,Age55_59,[55-59],27972,100,,1495.029396
AS,Asia,JPN,Japan,1964,All,Age60_64,[60-64],62237,100,,1872.91604
AS,Asia,JPN,Japan,1964,Female,Age60_64,[60-64],23156,100,,1355.737705
AS,Asia,JPN,Japan,1964,Male,Age60_64,[60-64],39081,100,,2419.876161
AS,Asia,JPN,Japan,1964,All,Age65_69,[65-69],76607,100,,3076.586345
AS,Asia,JPN,Japan,1964,Female,Age65_69,[65-69],30483,100,,2330.504587
AS,Asia,JPN,Japan,1964,Male,Age65_69,[65-69],46124,100,,3902.199662
AS,Asia,JPN,Japan,1964,All,Age70_74,[70-74],87939,100,,5188.141593
AS,Asia,JPN,Japan,1964,Female,Age70_74,[70-74],38987,100,,4178.670954
AS,Asia,JPN,Japan,1964,Male,Age70_74,[70-74],48952,100,,6424.146982
AS,Asia,JPN,Japan,1964,All,Age75_79,[75-79],90538,100,,8517.215428
AS,Asia,JPN,Japan,1964,Female,Age75_79,[75-79],46015,100,,7327.229299
AS,Asia,JPN,Japan,1964,Male,Age75_79,[75-79],44523,100,,10235.17241
AS,Asia,JPN,Japan,1964,All,Age80_84,[80-84],72537,100,,13764.13662
AS,Asia,JPN,Japan,1964,Female,Age80_84,[80-84],42458,100,,12451.02639
AS,Asia,JPN,Japan,1964,Male,Age80_84,[80-84],30079,100,,16171.50538
AS,Asia,JPN,Japan,1964,All,Age85_over,[85+],51586,100,,21404.97925
AS,Asia,JPN,Japan,1964,Female,Age85_over,[85+],34506,100,,20297.64706
AS,Asia,JPN,Japan,1964,Male,Age85_over,[85+],17080,100,,24056.33803
AS,Asia,JPN,Japan,1965,All,Age_all,[All],700438,100,942.5372338,712.7333633
AS,Asia,JPN,Japan,1965,Male,Age_all,[All],378716,100,1144.941801,784.9947351
AS,Asia,JPN,Japan,1965,Female,Age_all,[All],321722,100,782.5894437,643.0517384
AS,Asia,JPN,Japan,1965,All,Age00,[0],33742,100,,1936.413199
AS,Asia,JPN,Japan,1965,Female,Age00,[0],14420,100,,1690.70231
AS,Asia,JPN,Japan,1965,Male,Age00,[0],19322,100,,2171.98741
AS,Asia,JPN,Japan,1965,All,Age01_04,[1-4],8830,100,,138.1630418
AS,Asia,JPN,Japan,1965,Female,Age01_04,[1-4],3769,100,,120.3768764
AS,Asia,JPN,Japan,1965,Male,Age01_04,[1-4],5061,100,,155.2453988
AS,Asia,JPN,Japan,1965,All,Age05_09,[5-9],4533,100,,57.75037265
AS,Asia,JPN,Japan,1965,Female,Age05_09,[5-9],1708,100,,44.31414265
AS,Asia,JPN,Japan,1965,Male,Age05_09,[5-9],2825,100,,70.71339174
AS,Asia,JPN,Japan,1965,All,Age10_14,[10-14],3621,100,,39.4298408
AS,Asia,JPN,Japan,1965,Female,Age10_14,[10-14],1361,100,,30.15598688
AS,Asia,JPN,Japan,1965,Male,Age10_14,[10-14],2260,100,,48.39193182
AS,Asia,JPN,Japan,1965,All,Age15_19,[15-19],7374,100,,67.95186052
AS,Asia,JPN,Japan,1965,Female,Age15_19,[15-19],2348,100,,43.69591514
AS,Asia,JPN,Japan,1965,Male,Age15_19,[15-19],5026,100,,91.74378913
AS,Asia,JPN,Japan,1965,All,Age20_24,[20-24],10401,100,,114.6911906
AS,Asia,JPN,Japan,1965,Female,Age20_24,[20-24],3693,100,,80.76721197
